status,dataset_model,sample_index,image_id,comparison,metric,difference
local_rerun_traceable,coco_openai_b16,3,323925,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,4,387990,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,4,387990,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,4,387990,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,4,387990,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,4,387990,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,4,387990,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,4,387990,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,4,387990,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,5,134940,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,5,134940,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,5,134940,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,5,134940,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,5,134940,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,5,134940,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,5,134940,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,5,134940,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,6,54337,wf_minus_mean,margin_norm,0.16688790917396545
local_rerun_traceable,coco_openai_b16,6,54337,wf_minus_mean,target_drop_raw,-0.15482288599014282
local_rerun_traceable,coco_openai_b16,6,54337,wf_minus_mean,target_drop_norm,-0.15702655911445618
local_rerun_traceable,coco_openai_b16,6,54337,wf_minus_mean,bbox_precision,0.02058321237564087
local_rerun_traceable,coco_openai_b16,6,54337,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,6,54337,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,6,54337,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,6,54337,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,7,80145,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,7,80145,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,7,80145,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,7,80145,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,7,80145,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,7,80145,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,7,80145,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,7,80145,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,8,425390,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,8,425390,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,8,425390,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,8,425390,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,8,425390,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,8,425390,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,8,425390,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,8,425390,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,9,520871,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,9,520871,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,9,520871,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,9,520871,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,9,520871,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,9,520871,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,9,520871,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,9,520871,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,10,458255,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,10,458255,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,10,458255,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,10,458255,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,10,458255,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,10,458255,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,10,458255,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,10,458255,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,11,211420,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,11,211420,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,11,211420,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,11,211420,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,11,211420,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,11,211420,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,11,211420,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,11,211420,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,12,414661,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,12,414661,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,12,414661,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,12,414661,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,12,414661,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,12,414661,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,12,414661,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,12,414661,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,13,422836,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,13,422836,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,13,422836,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,13,422836,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,13,422836,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,13,422836,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,13,422836,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,13,422836,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,14,75146,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,14,75146,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,14,75146,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,14,75146,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,14,75146,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,14,75146,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,14,75146,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,14,75146,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,15,28071,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,15,28071,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,15,28071,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,15,28071,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,15,28071,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,15,28071,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,15,28071,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,15,28071,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,16,176031,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,16,176031,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,16,176031,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,16,176031,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,16,176031,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,16,176031,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,16,176031,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,16,176031,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,17,476704,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,17,476704,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,17,476704,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,17,476704,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,17,476704,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,17,476704,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,17,476704,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,17,476704,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,18,312384,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,18,312384,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,18,312384,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,18,312384,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,18,312384,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,18,312384,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,18,312384,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,18,312384,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,19,314383,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,19,314383,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,19,314383,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,19,314383,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,19,314383,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,19,314383,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,19,314383,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,19,314383,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,20,142261,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,20,142261,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,20,142261,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,20,142261,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,20,142261,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,20,142261,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,20,142261,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,20,142261,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,21,510861,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,21,510861,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,21,510861,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,21,510861,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,21,510861,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,21,510861,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,21,510861,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,21,510861,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,22,573784,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,22,573784,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,22,573784,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,22,573784,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,22,573784,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,22,573784,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,22,573784,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,22,573784,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,23,147667,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,23,147667,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,23,147667,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,23,147667,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,23,147667,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,23,147667,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,23,147667,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,23,147667,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,24,353866,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,24,353866,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,24,353866,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,24,353866,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,24,353866,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,24,353866,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,24,353866,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,24,353866,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,25,63565,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,25,63565,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,25,63565,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,25,63565,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,25,63565,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,25,63565,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,25,63565,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,25,63565,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,26,187286,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,26,187286,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,26,187286,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,26,187286,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,26,187286,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,26,187286,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,26,187286,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,26,187286,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,27,381870,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,27,381870,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,27,381870,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,27,381870,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,27,381870,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,27,381870,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,27,381870,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,27,381870,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,28,341424,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,28,341424,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,28,341424,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,28,341424,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,28,341424,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,28,341424,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,28,341424,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,28,341424,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,29,93175,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,29,93175,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,29,93175,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,29,93175,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,29,93175,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,29,93175,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,29,93175,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,29,93175,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,30,218766,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,30,218766,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,30,218766,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,30,218766,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,30,218766,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,30,218766,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,30,218766,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,30,218766,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,31,350171,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,31,350171,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,31,350171,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,31,350171,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,31,350171,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,31,350171,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,31,350171,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,31,350171,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,32,452700,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,32,452700,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,32,452700,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,32,452700,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,32,452700,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,32,452700,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,32,452700,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,32,452700,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,33,94926,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,33,94926,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,33,94926,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,33,94926,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,33,94926,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,33,94926,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,33,94926,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,33,94926,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,34,557998,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,34,557998,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,34,557998,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,34,557998,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,34,557998,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,34,557998,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,34,557998,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,34,557998,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,35,131919,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,35,131919,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,35,131919,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,35,131919,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,35,131919,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,35,131919,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,35,131919,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,35,131919,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,36,325991,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,36,325991,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,36,325991,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,36,325991,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,36,325991,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,36,325991,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,36,325991,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,36,325991,wf_minus_max_0_1,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,37,462755,wf_minus_mean,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,37,462755,wf_minus_mean,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,37,462755,wf_minus_mean,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,37,462755,wf_minus_mean,bbox_precision,0.0
local_rerun_traceable,coco_openai_b16,37,462755,wf_minus_max_0_1,margin_norm,0.0
local_rerun_traceable,coco_openai_b16,37,462755,wf_minus_max_0_1,target_drop_raw,0.0
local_rerun_traceable,coco_openai_b16,37,462755,wf_minus_max_0_1,target_drop_norm,0.0
local_rerun_traceable,coco_openai_b16,37,462755,wf_minus_max_0_1,bbox_precision,0.0
