sample_index,image_id,target_id,A,Aplus,B,C0,C1,C2,r,full_failure,absent_failure,exact_matched_random_failure_probability,cci_region,wf_region,mean_region,max_0_1_region,cci_bbox_precision,wf_bbox_precision,feasible_set_size,n_full_foils,n_absent_foils,m_outranking_foils
100,3304,person,0,0,0,0,0,0,0,0,0,0.0,3,3,3,3,0.0,0.0,1,19,18,0
101,5255,tvmonitor,0,0,0,0,0,0,0,1,0,0.8947368421052632,7,7,7,7,0.4000000059604645,0.4000000059604645,1,19,17,1
102,1133,sofa,1,1,0,0,0,0,0,0,0,0.0,4,4,4,4,1.0,1.0,1,19,18,0
103,7652,person,1,1,1,1,0,0,0,1,1,0.8947368421052632,3,3,3,3,1.0,1.0,1,19,17,1
104,227,cat,1,1,1,1,0,0,0,1,1,1.0,6,6,6,6,1.0,1.0,1,19,18,4
105,8238,person,0,0,0,0,0,0,0,1,1,1.0,3,3,3,3,0.375,0.375,1,19,18,5
106,7303,horse,1,1,1,1,0,0,0,1,1,0.9473684210526316,2,2,2,2,1.0,1.0,1,19,18,1
107,1363,tvmonitor,1,1,0,0,0,0,0,0,0,0.0,4,4,4,4,0.75,0.75,1,19,18,0
108,5240,train,0,0,0,0,0,0,0,1,1,1.0,3,3,3,3,0.3571428656578064,0.3571428656578064,1,19,18,4
109,2597,dog,1,1,1,0,1,0,0,1,1,1.0,1,1,1,1,1.0,1.0,1,19,18,2
110,2607,car,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,0.4000000059604645,0.4000000059604645,1,19,18,3
111,2626,person,0,0,0,0,0,0,0,1,1,1.0,5,5,5,5,0.2857142984867096,0.2857142984867096,1,19,18,7
112,630,motorbike,1,1,0,0,0,0,0,0,0,0.0,2,2,2,2,1.0,1.0,1,19,18,0
113,7081,person,1,1,1,1,0,0,0,1,1,1.0,4,4,4,4,1.0,1.0,1,19,18,4
114,5727,sofa,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,1.0,1.0,1,19,18,0
115,6152,person,0,0,0,0,0,0,0,1,1,1.0,4,4,4,4,1.0,1.0,1,19,18,18
116,2031,horse,0,0,0,0,0,0,0,1,1,1.0,5,5,5,5,0.0,0.0,1,19,18,12
117,6057,diningtable,0,0,0,0,0,0,0,1,1,0.9941520467836258,0,1,1,1,0.4000000059604645,0.5833333134651184,2,19,17,2
118,4144,person,0,0,0,0,0,0,0,1,1,1.0,4,4,4,4,0.0,0.0,1,19,18,2
119,7646,bicycle,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,1.0,1.0,1,19,18,0
120,9118,sofa,1,1,0,0,0,0,0,0,0,0.0,7,7,7,7,1.0,1.0,1,19,18,0
121,8207,person,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,1.0,1.0,1,19,18,15
122,9023,car,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1,19,18,10
123,9590,car,0,0,0,0,0,0,0,1,1,1.0,4,7,7,7,1.0,0.0,2,19,18,13
124,3517,person,1,1,1,0,1,0,0,1,1,0.8947368421052632,0,0,0,0,0.875,0.875,1,19,17,1
125,8915,bus,0,0,0,0,0,0,0,1,1,1.0,1,3,3,3,1.0,0.25,2,19,17,15
126,9014,dog,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,0.6000000238418579,0.6000000238418579,1,19,18,0
127,3488,pottedplant,1,1,0,0,0,0,0,0,0,0.0,4,4,4,4,1.0,1.0,1,19,18,0
128,3049,person,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,0.625,0.625,1,19,18,0
129,4725,motorbike,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,1.0,1.0,1,19,18,3
130,5959,car,0,0,0,0,0,0,0,1,1,1.0,5,5,5,5,0.2857142984867096,0.2857142984867096,2,19,18,3
131,1159,sofa,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,0.7142857313156128,0.7142857313156128,1,19,18,0
132,9662,diningtable,1,1,0,0,0,0,0,0,0,0.0,4,4,4,4,1.0,1.0,1,19,18,0
133,7164,aeroplane,1,1,1,1,0,0,0,1,1,0.8421052631578947,2,2,2,2,1.0,1.0,1,19,16,1
134,4210,sofa,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1.0,1,19,18,0
135,8162,sofa,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,0.8999999761581421,0.8999999761581421,1,19,18,0
136,6453,person,0,0,0,0,0,0,0,1,1,1.0,3,3,3,3,0.375,0.375,1,19,18,14
137,7722,diningtable,1,1,0,0,0,0,0,0,0,0.0,6,6,6,6,1.0,1.0,1,19,17,0
138,7181,person,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,0.07692307978868484,0.07692307978868484,1,19,18,2
139,8496,person,0,0,0,0,0,0,0,1,1,1.0,6,6,6,6,0.0,0.0,1,19,16,4
140,5809,bus,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,0.800000011920929,0.800000011920929,1,19,17,0
141,9310,chair,1,1,0,0,0,0,0,0,0,0.0,5,5,5,5,1.0,1.0,1,19,17,0
142,9930,person,0,0,0,0,0,0,0,1,1,1.0,4,4,4,4,0.27272728085517883,0.27272728085517883,1,19,17,9
143,8525,tvmonitor,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,1.0,1.0,1,19,18,0
144,4476,person,1,1,1,1,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1,19,18,3
145,5617,cow,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,0.5714285969734192,0.5714285969734192,1,19,18,0
146,8648,person,1,1,1,1,0,0,0,1,0,0.9473684210526316,4,4,4,4,0.6666666865348816,0.6666666865348816,1,19,18,1
147,3894,diningtable,0,0,0,0,0,0,0,0,0,0.0,4,4,4,4,0.375,0.375,1,19,18,0
148,693,car,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,0.5,0.5,1,19,18,0
149,4084,horse,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,1.0,1.0,1,19,18,0
150,3815,car,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0.4000000059604645,0.4000000059604645,1,19,18,6
151,5251,train,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,0.25,0.25,1,19,18,3
152,7348,chair,1,1,0,0,0,0,0,0,0,0.0,2,2,2,2,0.8571428656578064,0.8571428656578064,1,19,18,0
153,9124,train,1,1,1,1,0,0,0,1,1,1.0,2,2,2,2,1.0,1.0,1,19,18,3
154,8418,person,1,1,1,1,0,0,0,1,1,1.0,7,7,7,7,1.0,1.0,1,19,18,7
155,7752,person,0,0,0,0,0,0,0,1,1,1.0,5,5,6,5,0.0,0.0,2,19,17,7
156,8785,car,0,0,0,0,0,0,0,1,1,1.0,4,4,4,4,1.0,1.0,1,19,18,17
157,5931,motorbike,1,1,0,0,0,0,0,0,0,0.0,5,5,5,5,1.0,1.0,1,19,18,0
158,7828,dog,0,0,0,0,0,0,0,1,1,1.0,6,6,6,6,0.0,0.0,1,19,18,3
159,727,bus,1,1,0,0,0,0,0,0,0,0.0,6,6,6,6,1.0,1.0,1,19,17,0
160,2168,person,0,0,0,0,0,0,0,1,1,1.0,3,3,3,3,0.0,0.0,1,19,18,17
161,8034,person,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,0.5,0.5,1,19,18,0
162,538,person,0,0,0,0,0,0,0,1,1,1.0,6,6,6,6,0.0,0.0,1,19,18,7
163,8543,sofa,0,0,0,0,0,0,0,0,0,0.0,3,3,7,3,0.0,0.0,2,19,18,0
164,8152,car,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0.25,0.25,1,19,18,9
165,8245,diningtable,1,1,0,0,0,0,0,0,0,0.0,2,2,2,2,1.0,1.0,1,19,16,0
166,978,person,1,1,1,1,0,0,0,1,1,1.0,3,3,3,3,1.0,1.0,1,19,18,7
167,9804,car,0,0,0,0,0,0,0,1,1,0.9473684210526316,2,2,2,2,0.1111111119389534,0.1111111119389534,1,19,18,1
168,7700,person,0,0,0,0,0,0,0,1,1,1.0,0,6,6,6,0.20000000298023224,0.75,2,19,18,6
169,8400,person,1,1,1,0,1,0,0,1,1,1.0,5,5,5,5,1.0,1.0,1,19,18,3
170,7937,sofa,1,1,0,0,0,0,0,0,0,0.0,4,4,4,4,1.0,1.0,1,19,17,0
171,7573,bus,1,1,0,0,0,0,0,0,0,0.0,4,4,4,4,0.8571428656578064,0.8571428656578064,1,19,18,0
172,2582,train,1,1,0,0,0,0,0,0,0,0.0,5,5,5,5,0.5,0.5,1,19,18,0
173,1169,person,0,0,0,0,0,0,0,1,1,1.0,5,5,5,5,0.1666666716337204,0.1666666716337204,2,19,17,7
174,6312,bicycle,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,0.5,0.5,1,19,18,0
175,8264,bus,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,0.0,0.0,1,19,17,4
176,85,person,1,1,0,0,0,0,0,0,0,0.0,5,5,5,5,0.7142857313156128,0.7142857313156128,1,19,17,0
177,6050,chair,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,0.8181818127632141,0.8181818127632141,1,19,18,0
178,7967,person,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,0.375,0.375,1,19,18,2
179,5339,cow,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,0.5833333134651184,0.5833333134651184,1,19,18,0
180,6795,chair,1,1,0,0,0,0,0,0,0,0.0,4,4,4,4,1.0,1.0,1,19,17,0
181,1626,bus,0,0,0,0,0,0,0,1,1,0.9941520467836258,4,4,4,4,0.1666666716337204,0.1666666716337204,1,19,17,2
182,7423,person,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,0.0,0.0,1,19,18,18
183,8875,cat,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,0.75,0.75,1,19,18,0
184,6608,bicycle,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,1.0,1.0,1,19,18,2
185,6313,person,0,0,0,0,0,0,0,1,1,0.9941520467836258,6,6,6,6,0.4000000059604645,0.4000000059604645,1,19,17,2
186,5180,chair,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,0.5,0.5,1,19,18,13
187,2885,sofa,0,0,0,0,0,0,0,0,0,0.0,2,2,2,2,0.3333333432674408,0.3333333432674408,1,19,17,0
188,4342,person,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,1.0,1.0,1,19,18,15
189,4324,train,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,1.0,1.0,1,19,18,9
190,2137,sheep,1,1,0,0,0,0,0,0,0,0.0,2,2,2,2,1.0,1.0,1,19,18,0
191,6897,horse,0,0,0,0,0,0,0,1,1,1.0,1,1,1,1,0.1538461595773697,0.1538461595773697,1,19,18,3
192,4925,person,1,1,1,1,0,0,0,1,1,1.0,2,2,2,2,1.0,1.0,1,19,18,6
193,649,car,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,0.5,0.5,1,19,18,0
194,5333,car,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.75,0.75,1,19,18,0
195,8864,sofa,0,0,0,0,0,0,0,1,1,1.0,2,1,2,1,0.0,0.25,2,19,17,7
196,5777,person,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,1.0,1.0,1,19,18,12
197,2617,chair,0,0,0,0,0,0,0,1,1,0.9473684210526316,7,7,7,7,0.1428571492433548,0.1428571492433548,1,19,18,1
198,3221,sofa,1,1,0,0,0,0,0,0,0,0.0,6,6,6,6,0.8571428656578064,0.8571428656578064,1,19,17,0
199,819,person,1,1,1,1,0,0,0,1,1,1.0,2,2,2,2,1.0,1.0,1,19,18,6
200,8745,bicycle,1,1,1,1,0,0,0,1,1,0.9473684210526316,2,2,2,2,0.8571428656578064,0.8571428656578064,1,19,18,1
201,1646,boat,0,0,0,0,0,0,0,1,1,1.0,6,6,6,6,0.0,0.0,1,19,18,8
202,6144,tvmonitor,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,1.0,1.0,1,19,18,0
203,497,motorbike,0,0,0,0,0,0,0,1,1,1.0,6,6,6,6,0.5,0.5,1,19,18,12
204,7625,person,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0.0,0.0,1,19,18,12
205,5758,diningtable,1,1,1,1,0,0,0,1,1,0.9473684210526316,7,7,7,7,1.0,1.0,1,19,18,1
206,5721,sofa,0,0,0,0,0,0,0,1,1,1.0,4,4,4,4,0.0,0.0,1,19,17,4
207,6093,person,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,0.0,0.0,1,19,16,16
208,9683,bus,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0.375,0.375,1,19,18,17
209,8895,bus,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,1.0,1.0,1,19,16,0
210,2389,diningtable,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,1.0,1.0,2,19,17,0
211,7862,sofa,1,1,0,0,0,0,0,0,0,0.0,4,4,4,4,1.0,1.0,1,19,17,0
212,9854,diningtable,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.8571428656578064,0.8571428656578064,1,19,16,0
213,3902,diningtable,1,1,0,0,0,0,0,0,0,0.0,7,7,7,7,0.75,0.75,1,19,18,0
214,5546,person,0,0,0,0,0,0,0,1,1,0.9473684210526316,7,7,7,7,0.0,0.0,1,19,18,1
215,634,car,1,1,0,0,0,0,0,0,0,0.0,2,2,2,2,0.5,0.5,1,19,18,0
216,7835,chair,0,0,0,0,0,0,0,0,0,0.0,4,4,4,4,0.0,0.0,1,19,16,0
217,658,sofa,1,1,0,0,0,0,0,0,0,0.0,7,7,7,7,0.5714285969734192,0.5714285969734192,1,19,18,0
218,3222,horse,1,1,1,1,0,0,0,1,1,0.9473684210526316,7,7,7,7,1.0,1.0,1,19,18,1
219,6620,person,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,0.8888888955116272,0.8888888955116272,1,19,18,0
220,8167,pottedplant,1,1,0,0,0,0,0,0,0,0.0,7,7,7,7,0.5,0.5,1,19,18,0
221,3512,car,0,0,0,0,0,0,0,1,1,1.0,6,6,6,6,0.0,0.0,1,19,18,7
222,3794,dog,0,0,0,0,0,0,0,1,1,1.0,1,1,1,1,0.0,0.0,1,19,18,14
223,7228,diningtable,0,0,0,0,0,0,0,1,1,0.8947368421052632,1,6,6,6,0.10000000149011612,0.3333333432674408,2,19,17,1
224,5412,chair,1,1,1,1,0,0,0,1,1,0.9473684210526316,5,5,5,5,0.5555555820465088,0.5555555820465088,1,19,18,1
225,5848,bicycle,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,1.0,1.0,1,19,18,0
226,2602,motorbike,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,1.0,1.0,1,19,17,0
227,3025,sheep,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,1.0,1.0,1,19,18,0
228,6581,bicycle,1,1,1,0,1,0,0,1,1,1.0,7,7,7,7,0.6666666865348816,0.6666666865348816,1,19,18,2
229,7598,person,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1.0,1,19,18,0
230,3123,diningtable,1,1,0,0,0,0,0,0,0,0.0,5,5,5,5,1.0,1.0,1,19,17,0
231,8196,chair,0,0,0,0,0,0,0,0,0,0.0,2,2,2,2,0.0,0.0,1,19,17,0
232,3884,person,1,1,1,1,0,0,0,1,1,1.0,2,2,2,2,1.0,1.0,1,19,18,7
233,9844,train,1,1,1,1,0,0,0,1,1,1.0,0,0,0,0,0.5,0.5,1,19,18,3
234,5491,person,0,0,0,0,0,0,0,1,1,0.9941520467836258,2,2,2,2,0.125,0.125,1,19,17,2
235,1564,person,1,1,1,1,0,0,0,1,1,1.0,4,4,4,4,1.0,1.0,1,19,18,2
236,922,person,1,1,0,0,0,0,0,0,0,0.0,4,4,4,4,1.0,1.0,1,19,18,0
237,3251,diningtable,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.800000011920929,0.800000011920929,1,19,18,0
