sample_index,image_id,target_id,A,Aplus,B,C0,C1,C2,r,full_failure,absent_failure,exact_matched_random_failure_probability,cci_region,wf_region,mean_region,max_0_1_region,cci_bbox_precision,wf_bbox_precision,feasible_set_size,n_full_foils,n_absent_foils,m_outranking_foils
177,6050,chair,0,0,0,0,0,0,0,1,1,1.0,5,5,5,5,0.2857142984867096,0.2857142984867096,1,19,18,9
178,7967,person,1,1,0,0,0,0,0,0,0,0.0,7,7,7,7,0.9285714030265808,0.9285714030265808,1,19,18,0
179,5339,cow,1,1,0,0,0,0,0,0,0,0.0,5,5,5,5,0.970588207244873,0.970588207244873,1,19,18,0
180,6795,chair,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0.0,0.0,1,19,17,8
181,1626,bus,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0.0555555559694767,0.0555555559694767,1,19,17,13
182,7423,person,0,0,0,0,0,0,0,1,1,1.0,4,4,4,4,0.07500000298023224,0.07500000298023224,1,19,18,7
183,8875,cat,1,1,0,0,0,0,0,0,0,0.0,4,4,4,4,1.0,1.0,1,19,18,0
184,6608,bicycle,1,1,1,1,0,0,0,1,1,1.0,7,7,7,7,0.6666666865348816,0.6666666865348816,1,19,18,4
185,6313,person,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,1.0,1.0,1,19,17,0
186,5180,chair,1,1,1,1,0,0,0,1,1,1.0,7,7,7,7,0.5555555820465088,0.5555555820465088,1,19,18,3
187,2885,sofa,0,0,0,0,0,0,0,0,0,0.0,7,7,7,7,0.0,0.0,1,19,17,0
188,4342,person,0,0,0,0,0,0,0,1,1,1.0,6,6,6,6,0.3199999928474426,0.3199999928474426,1,19,18,10
189,4324,train,1,1,0,0,0,0,0,0,0,0.0,7,7,7,7,0.7857142686843872,0.7857142686843872,1,19,18,0
190,2137,sheep,1,1,0,0,0,0,0,0,0,0.0,7,7,7,7,0.9387755393981934,0.9387755393981934,1,19,18,0
191,6897,horse,0,0,0,0,0,0,0,1,1,1.0,6,6,6,6,0.3448275923728943,0.3448275923728943,1,19,18,10
192,4925,person,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1,19,18,10
193,649,car,1,1,0,0,0,0,0,0,0,0.0,4,4,4,4,1.0,1.0,1,19,18,0
194,5333,car,1,1,0,0,0,0,0,0,0,0.0,6,6,6,6,0.8888888955116272,0.8888888955116272,1,19,18,0
195,8864,sofa,1,1,0,0,0,0,0,0,0,0.0,2,2,2,2,0.7894737124443054,0.7894737124443054,1,19,17,0
196,5777,person,1,1,1,1,0,0,0,1,1,1.0,1,1,1,1,1.0,1.0,1,19,18,4
197,2617,chair,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,0.0,0.0,1,19,18,3
198,3221,sofa,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,0.6666666865348816,0.6666666865348816,1,19,17,0
199,819,person,1,1,0,0,0,0,0,0,0,0.0,6,6,6,6,0.9545454382896423,0.9545454382896423,1,19,18,0
200,8745,bicycle,0,0,0,0,0,0,0,1,1,1.0,1,1,1,1,0.0,0.0,1,19,18,6
201,1646,boat,0,0,0,0,0,0,0,1,1,1.0,1,1,1,1,0.0,0.0,1,19,18,3
202,6144,tvmonitor,1,1,0,0,0,0,0,0,0,0.0,5,5,5,5,1.0,1.0,1,19,18,0
203,497,motorbike,0,0,0,0,0,0,0,0,0,0.0,4,4,4,4,0.0714285746216774,0.0714285746216774,1,19,18,0
204,7625,person,0,0,0,0,0,0,0,1,1,1.0,3,3,3,3,1.0,1.0,1,19,18,19
205,5758,diningtable,1,1,1,1,0,0,0,1,1,0.9473684210526316,3,3,3,3,1.0,1.0,1,19,18,1
206,5721,sofa,1,1,0,0,0,0,0,0,0,0.0,2,2,2,2,0.875,0.875,1,19,17,0
207,6093,person,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,0.3333333432674408,0.3333333432674408,1,19,16,7
208,9683,bus,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0.37931033968925476,0.37931033968925476,1,19,18,10
209,8895,bus,1,1,0,0,0,0,0,0,0,0.0,4,4,4,4,0.5853658318519592,0.5853658318519592,1,19,16,0
210,2389,diningtable,0,0,0,0,0,0,0,0,0,0.0,5,5,5,5,0.20000000298023224,0.20000000298023224,2,19,17,0
211,7862,sofa,1,1,0,0,0,0,0,0,0,0.0,7,7,7,7,1.0,1.0,1,19,17,0
212,9854,diningtable,0,0,0,0,0,0,0,0,0,0.0,5,5,5,5,0.0,0.0,1,19,16,0
213,3902,diningtable,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,0.6363636255264282,0.6363636255264282,1,19,18,16
214,5546,person,0,0,0,0,0,0,0,1,1,1.0,3,3,3,3,1.0,1.0,1,19,18,11
215,634,car,1,1,0,0,0,0,0,0,0,0.0,7,7,7,7,0.6315789222717285,0.6315789222717285,1,19,18,0
216,7835,chair,0,0,0,0,0,0,0,1,1,1.0,5,5,5,5,0.0,0.0,1,19,16,4
217,658,sofa,0,0,0,0,0,0,0,1,1,1.0,4,4,4,4,0.27906978130340576,0.27906978130340576,1,19,18,9
218,3222,horse,1,1,0,0,0,0,0,0,0,0.0,7,7,7,7,0.8500000238418579,0.8500000238418579,1,19,18,0
219,6620,person,1,1,1,0,1,0,0,1,1,1.0,6,6,6,6,1.0,1.0,1,19,18,5
220,8167,pottedplant,1,1,0,0,0,0,0,0,0,0.0,7,7,7,7,0.6153846383094788,0.6153846383094788,1,19,18,0
221,3512,car,0,0,0,0,0,0,0,1,1,1.0,5,5,5,5,0.0,0.0,1,19,18,4
222,3794,dog,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,0.13953489065170288,0.13953489065170288,1,19,18,4
223,7228,diningtable,1,1,0,0,0,0,0,0,0,0.0,4,4,4,4,0.9772727489471436,0.9772727489471436,1,19,17,0
