setting,sample_index,image_id,target_id,target_name,cci_region,A,B_fixed_normalized,raw_failure,normalized_failure,raw_pass_normalized_fail,raw_fail_normalized_pass,raw_cci_margin,normalized_cci_margin,raw_worst_class_id,raw_worst_class_name,normalized_worst_class_id,normalized_worst_class_name,hardest_foil_agreement,raw_unrestricted_oracle_pass,normalized_unrestricted_oracle_pass
coco_openai_b16,126,306611,1,person,2,1,1,1,1,0,0,-0.9821802973747253,-1.0053951144218445,31,handbag,31,handbag,1,0,0
coco_openai_b16,127,4498,1,person,7,0,0,1,1,0,0,-0.4044671356678009,-0.41129016876220703,13,stop sign,64,potted plant,0,0,0
coco_openai_b16,128,92658,9,boat,1,1,1,1,1,0,0,-0.8889082372188568,-0.9047770798206329,32,tie,32,tie,1,0,0
coco_openai_b16,129,454382,8,truck,4,1,0,0,0,0,0,3.9719722270965576,4.035573363304138,6,bus,6,bus,1,1,1
coco_openai_b16,130,14723,1,person,5,1,0,0,0,0,0,0.7370661497116089,0.7512295246124268,4,motorcycle,4,motorcycle,1,1,1
coco_openai_b16,131,512929,1,person,0,1,1,1,1,0,0,-1.5429151505231857,-1.577848106622696,28,umbrella,28,umbrella,1,0,0
coco_openai_b16,132,532919,19,horse,6,1,0,0,0,0,0,2.16840261220932,2.2010379433631897,21,cow,21,cow,1,1,1
coco_openai_b16,133,325958,4,motorcycle,4,0,0,1,1,0,0,-0.7730895988643169,-0.7862817868590355,13,stop sign,13,stop sign,1,0,0
coco_openai_b16,134,366111,1,person,7,1,0,0,0,0,0,0.05363917350769043,0.05601692199707031,32,tie,32,tie,1,1,1
coco_openai_b16,135,74035,18,dog,1,1,1,1,1,0,0,-1.6457888185977936,-1.6792908310890198,34,frisbee,34,frisbee,1,0,0
coco_openai_b16,136,272097,33,suitcase,1,1,0,0,0,0,0,0.6630773544311523,0.6544768810272217,5,airplane,5,airplane,1,1,1
coco_openai_b16,137,174893,1,person,4,0,0,1,1,0,0,-0.6543909907341003,-0.672049343585968,78,microwave,78,microwave,1,0,0
coco_openai_b16,138,364009,6,bus,4,1,0,0,0,0,0,1.633976697921753,1.6659621000289917,10,traffic light,10,traffic light,1,1,1
coco_openai_b16,139,313321,63,couch,1,1,1,1,1,0,0,-1.644699141383171,-1.6755091398954391,65,bed,65,bed,1,0,0
coco_openai_b16,140,552237,1,person,7,1,1,1,1,0,0,-0.35956430435180664,-0.3657715320587158,90,toothbrush,90,toothbrush,1,0,0
coco_openai_b16,141,436694,3,car,0,0,0,0,0,0,0,0.372544527053833,0.3736281394958496,31,handbag,31,handbag,1,1,1
coco_openai_b16,142,564058,67,dining table,5,1,0,0,0,0,0,0.3371540606021881,0.3399660289287567,15,bench,15,bench,1,1,1
coco_openai_b16,143,488250,1,person,6,1,1,1,1,0,0,-0.22562749683856964,-0.23118558526039124,38,kite,38,kite,1,0,0
coco_openai_b16,144,540372,21,cow,1,1,0,0,0,0,0,6.487689018249512,6.595136404037476,20,sheep,20,sheep,1,1,1
coco_openai_b16,145,454388,72,tv,4,0,0,1,1,0,0,-2.4707131385803223,-2.5178498029708862,65,bed,65,bed,1,0,0
coco_openai_b16,146,528462,1,person,5,1,0,0,0,0,0,0.03646200895309448,0.03754019737243652,23,bear,23,bear,1,1,1
coco_openai_b16,147,172330,3,car,2,0,0,1,1,0,0,-1.0845230370759964,-1.103852778673172,57,carrot,57,carrot,1,0,0
coco_openai_b16,148,485480,1,person,2,1,1,1,1,0,0,-0.6080695390701294,-0.6188427805900574,23,bear,23,bear,1,0,0
coco_openai_b16,149,5673,1,person,2,1,1,1,1,0,0,-0.40862083435058594,-0.41495436429977417,82,refrigerator,82,refrigerator,1,0,0
coco_openai_b16,150,88983,75,remote,1,1,0,0,0,0,0,0.3552219867706299,0.38826847076416016,76,keyboard,76,keyboard,1,1,1
coco_openai_b16,151,278535,8,truck,3,0,0,1,1,0,0,-1.949665367603302,-1.9809236824512482,54,sandwich,54,sandwich,1,0,0
coco_openai_b16,152,502698,1,person,2,1,1,1,1,0,0,-0.027236796682700515,-0.02774086967110634,23,bear,23,bear,1,0,0
coco_openai_b16,153,290231,4,motorcycle,5,1,1,1,1,0,0,-0.31169867515563965,-0.31780773401260376,17,cat,17,cat,1,0,0
coco_openai_b16,154,199989,1,person,6,0,0,1,1,0,0,-0.5384470298886299,-0.5476753935217857,51,bowl,51,bowl,1,0,0
coco_openai_b16,155,247918,1,person,4,1,1,1,1,0,0,-0.12602370977401733,-0.13069605827331543,25,giraffe,25,giraffe,1,0,0
coco_openai_b16,156,79721,75,remote,3,1,1,1,1,0,0,-1.196162223815918,-1.2053455114364624,77,cell phone,77,cell phone,1,1,1
coco_openai_b16,157,351096,87,scissors,3,1,0,0,0,0,0,0.08714866638183594,0.07623004913330078,49,knife,49,knife,1,1,1
coco_openai_b16,158,575755,54,sandwich,1,1,1,1,1,0,0,-1.0375123023986816,-1.0576554536819458,58,hot dog,58,hot dog,1,0,0
coco_openai_b16,159,175024,4,motorcycle,3,0,0,1,1,0,0,-6.355081781744957,-6.479035556316376,88,teddy bear,88,teddy bear,1,1,1
coco_openai_b16,160,228722,1,person,7,1,1,1,1,0,0,-0.40144334733486176,-0.4105542376637459,25,giraffe,25,giraffe,1,0,0
coco_openai_b16,161,370233,1,person,3,0,0,1,1,0,0,-0.43965753354132175,-0.44894312880933285,11,fire hydrant,11,fire hydrant,1,0,0
coco_openai_b16,162,407614,82,refrigerator,7,0,0,1,1,0,0,-0.6702308282256126,-0.6803525872528553,70,toilet,70,toilet,1,0,0
coco_openai_b16,163,443689,1,person,4,1,1,1,1,0,0,-1.3967598676681519,-1.4215989112854004,32,tie,32,tie,1,0,0
coco_openai_b16,164,15140,63,couch,3,1,1,1,1,0,0,-0.05928373336791992,-0.06536924839019775,37,sports ball,37,sports ball,1,0,0
coco_openai_b16,165,122314,3,car,1,1,1,1,1,0,0,-0.251482754945755,-0.25826627016067505,10,traffic light,10,traffic light,1,0,0
coco_openai_b16,166,579814,5,airplane,1,0,0,1,1,0,0,-0.25240829586982727,-0.2589440792798996,40,baseball glove,40,baseball glove,1,0,0
coco_openai_b16,167,243867,6,bus,4,1,1,1,1,0,0,-0.07866823673248291,-0.08164167404174805,22,elephant,22,elephant,1,0,0
coco_openai_b16,168,528595,7,train,1,1,0,0,0,0,0,0.20311158895492554,0.20006972551345825,35,skis,35,skis,1,1,1
coco_openai_b16,169,455040,9,boat,5,1,1,1,1,0,0,-0.7599935084581375,-0.7769869565963745,24,zebra,24,zebra,1,0,0
coco_openai_b16,170,525118,67,dining table,6,0,0,0,0,0,0,0.27354133129119873,0.27468669414520264,46,wine glass,46,wine glass,1,1,1
coco_openai_b16,171,305343,47,cup,6,1,1,1,1,0,0,-1.3221329748630524,-1.3474210500717163,46,wine glass,46,wine glass,1,0,0
coco_openai_b16,172,7394,1,person,2,1,1,1,1,0,0,-1.7733561098575592,-1.8118548095226288,27,backpack,27,backpack,1,0,0
coco_openai_b16,173,557896,67,dining table,5,0,0,1,1,0,0,-1.3510992527008057,-1.393000602722168,50,spoon,50,spoon,1,0,0
coco_openai_b16,174,369185,63,couch,2,0,0,0,0,0,0,1.4469069838523865,1.4595313668251038,75,remote,75,remote,1,1,1
coco_openai_b16,175,284400,1,person,6,0,0,1,1,0,0,-0.3597184680402279,-0.36590520292520523,21,cow,21,cow,1,0,0
coco_openai_b16,176,163025,1,person,4,0,0,1,1,0,0,-2.6826720237731934,-2.7470836639404297,80,toaster,80,toaster,1,0,0
coco_openai_b16,177,407146,5,airplane,0,0,0,1,1,0,0,-1.1573922634124756,-1.1660314798355103,43,tennis racket,43,tennis racket,1,0,0
coco_openai_b16,178,163640,1,person,3,1,1,1,1,0,0,-0.6803490519523621,-0.692436546087265,57,carrot,57,carrot,1,0,0
coco_openai_b16,179,252833,1,person,6,1,1,1,1,0,0,-0.7472342550754547,-0.7632982432842255,49,knife,49,knife,1,0,0
coco_openai_b16,180,526801,84,book,7,1,0,0,0,0,0,0.03754577040672302,0.03775513172149658,82,refrigerator,82,refrigerator,1,1,1
coco_openai_b16,181,47055,65,bed,0,1,0,0,0,0,0,2.6181052923202515,2.665032744407654,88,teddy bear,88,teddy bear,1,1,1
coco_openai_b16,182,402206,1,person,4,0,0,1,1,0,0,-0.7087967693805695,-0.71755450963974,63,couch,63,couch,1,0,0
coco_openai_b16,183,389316,22,elephant,7,0,0,1,1,0,0,-0.38166433572769165,-0.39023563265800476,25,giraffe,25,giraffe,1,0,0
coco_openai_b16,184,388770,85,clock,5,1,0,0,0,0,0,0.02597832679748535,0.015848636627197266,14,parking meter,14,parking meter,1,1,1
coco_openai_b16,185,164848,1,person,0,0,0,1,1,0,0,-1.139801949262619,-1.1721068024635315,35,skis,35,skis,1,0,0
coco_openai_b16,186,226744,40,baseball glove,3,1,1,1,1,0,0,-0.2962116003036499,-0.3021445870399475,27,backpack,27,backpack,1,0,0
coco_openai_b16,187,34508,1,person,3,0,0,1,1,0,0,-0.21205827593803406,-0.21637216210365295,46,wine glass,46,wine glass,1,0,0
coco_openai_b16,188,109146,19,horse,2,1,0,0,0,0,0,3.946475863456726,3.999674916267395,24,zebra,24,zebra,1,1,1
coco_openai_b16,189,418684,82,refrigerator,2,1,0,0,0,0,0,0.7083389759063721,0.7216464281082153,79,oven,79,oven,1,1,1
coco_openai_b16,190,208174,1,person,4,0,0,1,1,0,0,-0.17440831661224365,-0.1779395341873169,36,snowboard,36,snowboard,1,0,0
coco_openai_b16,191,368367,1,person,5,1,1,1,1,0,0,-0.48535266518592834,-0.4974517226219177,75,remote,75,remote,1,0,0
coco_openai_b16,192,219261,19,horse,2,0,0,1,1,0,0,-1.6991529166698456,-1.7379052937030792,40,baseball glove,40,baseball glove,1,0,0
