sample_index,image_id,path,target_id,target_name,annotated_category_ids,cci_region,cci_bbox_precision,cci_target_drop_raw,cci_target_drop_norm,cci_margin_norm,cci_pmean_norm,feasible_set_size
16,176031,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000176031.jpg,1,person,"[1,11,47,64]",5,0.05714285746216774,0.4674954116344452,0.47635239362716675,-0.6076034903526306,0.5481628179550171,1
17,476704,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000476704.jpg,6,bus,"[6,2,3,8,15]",3,0.6538461446762085,0.15622863173484802,0.15935830771923065,-1.719847559928894,0.28887972235679626,1
18,312384,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000312384.jpg,6,bus,"[6,1,3]",3,0.2954545319080353,2.091970205307007,2.133877992630005,-0.4821767807006836,2.7716574668884277,1
19,314383,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000314383.jpg,1,person,"[1,27,41]",4,0.17391304671764374,0.410147100687027,0.4179175794124603,-0.49629929661750793,0.05000981688499451,1
20,142261,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000142261.jpg,1,person,"[1,4,28,31]",0,0.4000000059604645,-0.09282419830560684,-0.09458280354738235,-0.29901018738746643,0.11265388876199722,1
21,510861,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000510861.jpg,1,person,"[1,77]",4,0.3658536672592163,0.2946200668811798,0.30020180344581604,-1.5903313159942627,0.17219623923301697,1
22,573784,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000573784.jpg,62,chair,"[62,1,47,72,84,85,86]",4,0.22807016968727112,0.37226632237434387,0.3785700500011444,-1.1594005823135376,0.6063957214355469,1
23,147667,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000147667.jpg,1,person,"[1,37,43]",7,0.9375,0.05547620728611946,0.056527234613895416,-1.3524879217147827,0.32646647095680237,1
24,353866,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000353866.jpg,1,person,"[1,9,77]",2,0.0,0.12283077836036682,0.12515787780284882,-1.2448225021362305,0.08993425965309143,1
25,63565,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000063565.jpg,1,person,"[1,38,42,77]",0,0.6153846383094788,0.36454272270202637,0.37144920229911804,-1.214852213859558,0.19614844024181366,1
26,187286,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000187286.jpg,7,train,"[7,1,2,4,10,27]",2,0.8666666746139526,0.6319683790206909,0.6431237459182739,0.4365958273410797,1.351726770401001,1
27,381870,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000381870.jpg,22,elephant,"[22,1,15,28,67]",4,0.9523809552192688,6.630762577056885,6.769942283630371,5.199005126953125,8.343886375427246,1
28,341424,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000341424.jpg,78,microwave,"[78,81]",4,0.03921568766236305,1.050869345664978,1.075721263885498,-1.9723541736602783,0.6109503507614136,1
29,93175,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000093175.jpg,1,person,"[1,62,72,74,76,84]",6,1.0,-0.09715218842029572,-0.09899279475212097,-0.6540825366973877,0.6714533567428589,1
30,218766,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000218766.jpg,1,person,"[1,43]",5,1.0,0.13759703934192657,0.14020389318466187,-1.0684404373168945,0.10705810785293579,1
31,350171,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000350171.jpg,1,person,"[1,31,37,43,62]",7,0.8181818127632141,0.10562256723642349,0.1076236441731453,-1.2545405626296997,0.6663312315940857,1
32,452700,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000452700.jpg,3,car,"[3,1,2,6,8,10,31,32]",4,0.8571428656578064,1.2064841985702515,1.2266979217529297,0.5413205623626709,1.2626653909683228,1
33,94926,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000094926.jpg,1,person,"[1,23,27]",0,0.739130437374115,0.4125617742538452,0.4203779995441437,-0.1571243703365326,0.9165771007537842,1
34,557998,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000557998.jpg,1,person,"[1,44,46,62,67]",1,1.0,0.3564845025539398,0.36323830485343933,-0.7330102920532227,0.6308988928794861,1
35,131919,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000131919.jpg,1,person,"[1,2,9,31]",0,0.0,0.19142039120197296,0.19504696130752563,-0.09524598717689514,0.10367820411920547,1
36,325991,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000325991.jpg,1,person,"[1,34]",6,0.9583333134651184,0.027477635070681572,0.027998214587569237,-1.2953137159347534,0.48924487829208374,1
37,462755,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000462755.jpg,38,kite,"[38,1,3]",0,0.7647058963775635,2.640957832336426,2.698627233505249,0.1100151538848877,3.8696017265319824,1
38,304186,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000304186.jpg,1,person,"[1,62,63,64,67,75,78,85]",0,0.9846153855323792,0.7335308194160461,0.7474279999732971,-1.4317655563354492,-0.11271321773529053,1
39,328306,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000328306.jpg,1,person,"[1,43]",2,0.0,0.11814816296100616,0.12038654834032059,-0.25155943632125854,-0.051366813480854034,1
40,301282,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000301282.jpg,67,dining table,"[67,1,31,44,50,59,62]",4,0.9666666388511658,0.4282792806625366,0.43437519669532776,-6.596668720245361,-0.06495559215545654,1
41,68128,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000068128.jpg,7,train,"[7,1,27,31,32,33]",1,0.8823529481887817,0.8554824590682983,0.8705832362174988,0.08124929666519165,0.8874460458755493,1
42,9857,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000009857.jpg,65,bed,"[65,85]",7,1.0,0.18116013705730438,0.18446047604084015,-0.2812347412109375,0.18944457173347473,1
43,42576,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000042576.jpg,17,cat,"[17,65]",0,1.0,0.12418420612812042,0.12653322517871857,-0.5804761052131653,-0.01035115122795105,1
44,532159,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000532159.jpg,13,stop sign,"[13,3]",5,0.800000011920929,3.9199202060699463,3.9864113330841064,1.8481721878051758,4.752426624298096,1
45,529148,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000529148.jpg,73,laptop,"[73,1,74,76,84]",5,0.7647058963775635,0.626351535320282,0.6376904845237732,-0.44004660844802856,0.45363253355026245,1
46,73009,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000073009.jpg,1,person,"[1,44,70,81,84]",1,1.0,1.2753682136535645,1.2995307445526123,-1.7968072891235352,0.43983906507492065,1
47,36049,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000036049.jpg,7,train,"[7,1,10]",3,0.2291666716337204,0.4562847316265106,0.4643389582633972,-0.8587657809257507,0.3029177188873291,1
48,307786,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000307786.jpg,1,person,"[1,35]",6,0.7857142686843872,0.14865370094776154,0.15147003531455994,-0.08589576184749603,1.3608505725860596,1
49,28452,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000028452.jpg,82,refrigerator,"[82,44]",5,1.0,0.4023759067058563,0.4093911051750183,-1.4257724285125732,-0.06497880816459656,2
50,363981,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000363981.jpg,1,person,"[1,41]",7,1.0,0.26819491386413574,0.27327603101730347,-3.511841297149658,0.9160082936286926,1
51,434043,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000434043.jpg,59,pizza,"[59,56]",3,0.7575757503509521,0.9549759030342102,0.9717811942100525,-0.9836639761924744,1.3760671615600586,1
52,536369,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000536369.jpg,79,oven,"[79,51]",4,0.875,1.467406988143921,1.4921391010284424,-1.9748146533966064,1.1660916805267334,1
53,547196,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000547196.jpg,67,dining table,"[67,1,32,44,46,47,48,62]",7,0.9230769276618958,1.802510380744934,1.8281663656234741,0.4238978624343872,1.5529439449310303,1
54,228854,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000228854.jpg,63,couch,"[63,1,18,77,88]",3,1.0,0.6505120992660522,0.660081148147583,-0.4585381746292114,0.9977871179580688,1
55,294776,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000294776.jpg,1,person,"[1,34]",6,0.4399999976158142,-0.08087658882141113,-0.0824088454246521,-1.7580275535583496,0.10105805099010468,1
56,254516,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000254516.jpg,1,person,"[1,15,39]",4,0.4285714328289032,0.08030183613300323,0.0818231999874115,-0.07536152005195618,0.06596533209085464,2
57,162362,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000162362.jpg,28,umbrella,"[28,1,3,64]",0,0.9375,1.525874137878418,1.561014175415039,1.126442790031433,2.1881418228149414,1
58,415413,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000415413.jpg,3,car,"[3,10,85]",0,0.10000000149011612,1.0891047716140747,1.1073518991470337,-0.6170409917831421,1.2190275192260742,1
59,233815,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000233815.jpg,22,elephant,"[22,1,15]",6,0.38461539149284363,0.23521561920642853,0.24015279114246368,-0.4914698004722595,0.13628840446472168,1
60,373571,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000373571.jpg,1,person,"[1,77]",2,0.43589743971824646,0.6272395849227905,0.6391230225563049,-0.4117146134376526,0.3257252275943756,1
61,541837,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000541837.jpg,67,dining table,"[67,1,46,51,55,62,65,78,79]",1,0.5686274766921997,0.642909586429596,0.6520604491233826,-0.8165664076805115,1.3215320110321045,1
62,462890,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000462890.jpg,65,bed,"[65,1,90]",2,1.0,1.53275728225708,1.5606807470321655,0.5448318719863892,1.804429292678833,1
63,214200,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000214200.jpg,13,stop sign,"[13,3]",4,0.0,0.3890933096408844,0.39569327235221863,-0.5151240825653076,0.11513632535934448,1
64,63619,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000063619.jpg,2,bicycle,"[2,1,27]",0,1.0,4.997959136962891,5.091115474700928,2.590980291366577,6.424736022949219,1
65,74430,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000074430.jpg,28,umbrella,"[28,62,67]",7,0.939393937587738,1.2584806680679321,1.287462830543518,1.1439149379730225,1.8655369281768799,1
66,111347,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000111347.jpg,67,dining table,"[67,1,7,61,62]",1,0.9583333134651184,0.3630886375904083,0.36825665831565857,-0.24167588353157043,0.2768060564994812,1
67,1296,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000001296.jpg,1,person,"[1,77,85]",0,1.0,1.213485598564148,1.2364758253097534,-0.21637308597564697,1.064612865447998,1
68,579438,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000579438.jpg,1,person,"[1,88]",7,0.4545454680919647,0.0704357773065567,0.07177022099494934,-0.05531945824623108,0.029488615691661835,1
69,32375,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000032375.jpg,63,couch,"[63,88]",4,1.0,0.649047315120697,0.6585948467254639,0.05577385425567627,0.5693948864936829,1
70,548337,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000548337.jpg,67,dining table,"[67,1,47,51,54,59,62,77]",5,0.8636363744735718,0.5613767504692078,0.5693671107292175,-1.0557465553283691,-0.0019051432609558105,1
71,273420,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000273420.jpg,65,bed,"[65,1,3,47,62,77]",5,1.0,0.9198636412620544,0.9366214871406555,0.47998231649398804,1.2439730167388916,1
72,548713,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000548713.jpg,19,horse,"[19,1,6,10,31,32,77]",7,1.0,1.3803216218948364,1.401760220527649,1.0520442724227905,2.6815061569213867,1
73,452836,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000452836.jpg,1,person,"[1,15,28]",2,0.9677419066429138,1.1700892448425293,1.192257285118103,-0.8226324319839478,3.0676093101501465,1
74,119402,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000119402.jpg,6,bus,"[6,1,32]",3,0.7428571581840515,1.1935275793075562,1.2174371480941772,-0.41938579082489014,1.513132095336914,1
75,550013,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000550013.jpg,1,person,"[1,18,20]",0,0.0357142873108387,0.04545644670724869,0.04631764441728592,-0.6000697612762451,0.17404288053512573,1
76,375509,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000375509.jpg,73,laptop,"[73,17,72,74,76]",1,0.6666666865348816,0.33907443284988403,0.34521275758743286,-0.16258174180984497,0.3506050705909729,1
77,274272,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000274272.jpg,6,bus,"[6,1,3,10]",0,0.698113203048706,0.9276404976844788,0.9462236166000366,-1.7463067770004272,2.109480142593384,1
78,117584,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000117584.jpg,1,person,"[1,42]",1,0.0,0.08685105293989182,0.08849649876356125,-0.09909876435995102,0.12278106808662415,2
79,246612,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000246612.jpg,1,person,"[1,11]",4,0.4615384638309479,-0.18452385067939758,-0.1880197674036026,-2.135916233062744,-0.27384495735168457,1
80,412604,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000412604.jpg,1,person,"[1,60,84]",0,1.0,0.294682115316391,0.30026504397392273,-0.15299028158187866,0.4350687265396118,1
81,417632,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000417632.jpg,1,person,"[1,31,32,44,46,47,51]",0,1.0,0.027852609753608704,0.028380293399095535,-0.7475481033325195,-0.003795213997364044,1
82,87920,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000087920.jpg,1,person,"[1,2,3,4,6,31,77]",4,0.1538461595773697,0.1062629446387291,0.10827615857124329,-0.4878678619861603,0.002044878900051117,1
83,6189,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000006189.jpg,1,person,"[1,49,59,78]",5,0.8620689511299133,0.6254555583000183,0.6373052000999451,-0.9430227875709534,0.12916427850723267,1
84,344621,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000344621.jpg,63,couch,"[63,62,64,75,84]",4,0.75,3.5326642990112305,3.584630012512207,2.4822216033935547,4.731025218963623,1
85,25386,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000025386.jpg,1,person,"[1,54,58,62]",5,0.6000000238418579,0.2768417000770569,0.2820866107940674,-0.6832921504974365,0.06192907691001892,1
86,383066,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000383066.jpg,1,person,"[1,62,67,77]",4,1.0,0.5250988602638245,0.535047173500061,-2.1128249168395996,0.7788710594177246,1
87,377005,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000377005.jpg,17,cat,"[17,84]",1,0.05263157933950424,0.1251872330904007,0.1275552213191986,-0.36771222949028015,-0.04503621160984039,1
88,428881,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000428881.jpg,1,person,"[1,37,40]",0,1.0,0.6406687498092651,0.6528065800666809,-0.26466888189315796,0.7302778959274292,1
89,317448,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000317448.jpg,1,person,"[1,41]",5,0.12121212482452393,0.08258485794067383,0.08414947241544724,-0.16266945004463196,0.08988223969936371,1
90,1675,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000001675.jpg,17,cat,"[17,76]",3,0.8571428656578064,0.23162126541137695,0.23600251972675323,-1.0122634172439575,-0.07957221567630768,1
91,159969,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000159969.jpg,1,person,"[1,27,35]",5,0.523809552192688,-0.2628394365310669,-0.2678190767765045,-2.306734323501587,1.1644352674484253,1
92,276133,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000276133.jpg,51,bowl,"[51,49,57]",3,1.0,0.18858599662780762,0.19186872243881226,-0.12577447295188904,0.5450341701507568,1
93,167271,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000167271.jpg,1,person,"[1,65]",3,0.20588235557079315,0.35682499408721924,0.3635852336883545,-0.7354320287704468,0.2130284607410431,1
94,231281,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000231281.jpg,1,person,"[1,37,39,40]",7,0.7272727489471436,1.00823974609375,1.027341365814209,-0.5156075954437256,0.5725101232528687,1
95,350789,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000350789.jpg,24,zebra,"[24,16]",6,1.0,5.384073257446289,5.50272798538208,3.7854981422424316,5.8049163818359375,1
96,14265,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000014265.jpg,1,person,"[1,28,31]",3,0.38461539149284363,0.10425080358982086,0.1062258929014206,-1.6816061735153198,0.5624431371688843,1
97,390348,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000390348.jpg,4,motorcycle,"[4,1,18,27]",3,0.8709677457809448,3.845224142074585,3.9155664443969727,0.7804079055786133,3.849707841873169,1
98,74462,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000074462.jpg,1,person,"[1,28,37]",5,0.02380952425301075,1.6581100225448608,1.6895238161087036,-0.7362266778945923,-0.08240842819213867,1
99,29431,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000029431.jpg,1,person,"[1,34]",6,0.9333333373069763,0.7052851915359497,0.7186472415924072,-0.46890318393707275,0.6645093560218811,1
100,381108,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000381108.jpg,1,person,"[1,37,43]",1,1.0,0.2840350270271301,0.28941622376441956,-0.36981073021888733,0.8622021675109863,1
101,559950,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000559950.jpg,18,dog,"[18,1,3,13]",2,0.9444444179534912,0.15423056483268738,0.15703214704990387,-0.426993191242218,0.08493340015411377,2
102,257136,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000257136.jpg,1,person,"[1,15,27,35,62]",7,0.05263157933950424,0.13495010137557983,0.13750681281089783,-0.3923855125904083,0.19514086842536926,1
103,99341,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000099341.jpg,1,person,"[1,2,3,15,34]",0,0.3181818127632141,0.8784551024436951,0.8950979113578796,-3.7229506969451904,1.7452280521392822,1
104,463013,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000463013.jpg,1,person,"[1,37,39,40]",3,0.0,0.06798602640628815,0.06927406042814255,-0.08248964697122574,0.013103730976581573,1
105,10966,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000010966.jpg,1,person,"[1,32,46,63]",2,0.3333333432674408,0.46143195033073425,0.47017404437065125,-1.4873441457748413,0.020058929920196533,1
106,561491,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000561491.jpg,67,dining table,"[67,1,46,47,48,49,54,57,60,62,77]",7,0.0625,0.05746833607554436,0.058286309242248535,-0.776760458946228,0.37886083126068115,1
107,310302,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000310302.jpg,67,dining table,"[67,27,44,47,59,62]",2,1.0,0.8121851682662964,0.8237453699111938,-2.003798484802246,0.45714426040649414,1
108,257336,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000257336.jpg,1,person,"[1,44,47,50,59,78,79,87]",7,0.782608687877655,0.3008551299571991,0.30655500292778015,-0.6847583055496216,0.26732128858566284,1
109,138115,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000138115.jpg,1,person,"[1,55]",5,1.0,0.09443022310733795,0.0962192565202713,-0.709475576877594,0.08754706382751465,1
110,363840,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000363840.jpg,73,laptop,"[73,1,31,44,62,72,74,76]",1,0.3529411852359772,0.2632700800895691,0.2680360972881317,-1.521863341331482,-0.22154784202575684,1
111,179690,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000179690.jpg,18,dog,"[18,76,84]",1,1.0,0.08511068671941757,0.08665671944618225,-0.2929357886314392,0.2564273178577423,1
112,365018,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000365018.jpg,8,truck,"[8,18]",0,0.949999988079071,0.8591324687004089,0.8738417029380798,-1.1723053455352783,0.3726441264152527,1
113,283186,/Users/von/Projects/cci-local-recovery/rerun_workspace/data/coco/val2014/COCO_val2014_000000283186.jpg,1,person,"[1,35]",2,1.0,0.47352930903434753,0.4825005829334259,-0.29409822821617126,0.7704676985740662,1
