sample,image_id,target_name,bbox_precision,aggregate_pmean_all,aggregate_pmax,eval_target_response_pm,eval_target_response_agg,aggregate_hardest_foil,aggregate_hardest_foil_family
58,415413,car,0.1,1.2037892739665648,-0.6170428302663911,1.0891036987304688,1.107350825943875,truck,vehicle
59,233815,elephant,0.38461538461538464,0.13457941674829887,-0.491474991841205,0.2352101057767868,0.240147165625364,sports ball,sports
60,373571,person,0.4358974358974359,0.32165107532613413,-0.41170774201466487,0.6272368431091309,0.639120204026997,bench,outdoor
61,541837,dining table,0.5686274509803921,1.305026990321556,-0.8165666051776628,0.6429197192192078,0.6520706671656056,bench,outdoor
62,462890,bed,1.0,1.7818727588214327,0.5448436840403701,1.5327609777450562,1.560684469984629,cell phone,electronic
63,214200,stop sign,0.0,0.11371034851597511,-0.5151072296748538,0.38911351561546326,0.3957138345603969,parking meter,outdoor
64,63619,bicycle,1.0,6.3444361629896076,2.590988176469064,4.997956275939941,5.091112388837314,motorcycle,vehicle
65,74430,umbrella,0.9393939393939394,1.8422184375475656,1.1439222331676562,1.2584818601608276,1.287463968510344,frisbee,sports
66,111347,dining table,0.9583333333333334,0.2733410773904409,-0.2416786108548452,0.3630855083465576,0.3682534577617752,bench,outdoor
67,1296,person,1.0,1.051301555755952,-0.21637407734653502,1.2134813070297241,1.236471404784567,stop sign,outdoor
68,579438,person,0.45454545454545453,0.02912070190027278,-0.0553139914319561,0.07043380290269852,0.07176821160318518,sheep,animal
69,32375,couch,1.0,0.562284409005648,0.05577550825016142,0.6490588784217834,0.6586066081170079,broccoli,food
70,548337,dining table,0.8636363636363636,-0.0018836255307834726,-1.0557476435655868,0.5613920092582703,0.5693825388697824,tie,accessory
71,273420,bed,1.0,1.2284310648491787,0.47999037752275436,0.9198690056800842,0.9366269708256476,dining table,furniture
72,548713,horse,1.0,2.6479813384427695,1.0520389933745031,1.3803049325942993,1.4017432997688224,sheep,animal
73,452836,person,0.967741935483871,3.029264398996116,-0.8226247460987584,1.1700817346572876,1.192249602678899,handbag,accessory
74,119402,bus,0.7428571428571429,1.4942115312661897,-0.41940123075164304,1.1935116052627563,1.217420841935334,spoon,kitchen
75,550013,person,0.03571428571428571,0.17187124808300291,-0.6000761813394848,0.04545507952570915,0.04631625201818713,microwave,appliance
76,375509,laptop,0.6666666666666666,0.34622633044938256,-0.1625770397754266,0.33907046914100647,0.34520869327601234,keyboard,electronic
77,274272,bus,0.6981132075471698,2.0831139514609647,-1.7462897792905423,0.9276477694511414,0.9462310408418818,parking meter,outdoor
78,117584,person,0.0,0.1212495723881774,-0.09909636526223271,0.08684595674276352,0.08849130308931429,handbag,accessory
79,246612,person,0.46153846153846156,-0.2704193122119356,-2.1359042401787067,-0.1845192313194275,-0.18801505374463295,parking meter,outdoor
80,412604,person,1.0,0.42962869608887655,-0.15298766698090355,0.29467490315437317,0.300257687817122,bus,vehicle
81,417632,person,1.0,-0.0037503021537599115,-0.7475570845536084,0.02785457856953144,0.028382299499819984,couch,furniture
82,87920,person,0.15384615384615385,0.0020198801531377125,-0.4878722714022825,0.10626149922609329,0.10827468413519072,backpack,accessory
83,6189,person,0.8620689655172413,0.12755691396375812,-0.9430100423699508,0.6254774332046509,0.6373274610950854,refrigerator,appliance
84,344621,couch,0.75,4.671889092326667,2.482226947484705,3.53265643119812,3.584622207851833,hot dog,food
85,25386,person,0.6,0.061153852654339425,-0.6832964293559147,0.276847243309021,0.2820922727544373,sports ball,sports
86,383066,person,1.0,0.7691285176134968,-2.1128471276260763,0.5250748991966248,0.5350227436267072,toothbrush,indoor
87,377005,cat,0.05263157894736842,-0.0444771713956478,-0.36771132128508566,0.1251884549856186,0.12755646460712375,surfboard,sports
88,428881,person,1.0,0.7211456396022121,-0.26467436795014465,0.6406645774841309,0.6528023345135142,teddy bear,indoor
89,317448,person,0.12121212121212122,0.08875190900769167,-0.16268194563510996,0.08257672935724258,0.08414119274798497,orange,food
90,1675,cat,0.8571428571428571,-0.07857277237795857,-1.0122581290706505,0.23162607848644257,0.2360074152679406,parking meter,outdoor
91,159969,person,0.5238095238095238,1.1498798094437856,-2.3067401335664535,-0.26283907890319824,-0.2678187156580225,skis,sports
92,276133,bowl,1.0,0.5382154274221737,-0.12577657354235786,0.18858219683170319,0.191864853918131,apple,food
93,167271,person,0.20588235294117646,0.21036299307535677,-0.735434494617515,0.35682108998298645,0.363581269717257,dining table,furniture
94,231281,person,0.7272727272727273,0.5653611699235181,-0.5155950497396744,1.0082616806030273,1.0273637751019236,dining table,furniture
95,350789,zebra,1.0,5.732346690473344,3.7854869244120577,5.384065628051758,5.50272008974959,parking meter,outdoor
96,14265,person,0.38461538461538464,0.5554132260408416,-1.6816074466623432,0.10424963384866714,0.10622470281693494,umbrella,accessory
97,390348,motorcycle,0.8709677419354839,3.8015757535383266,0.7804104558676972,3.8451988697052,3.915541173532235,bicycle,vehicle
98,74462,person,0.023809523809523808,-0.08137660372118938,-0.7362229144941617,1.6580991744995117,1.6895128121782623,cow,animal
99,29431,person,0.9333333333333333,0.6562046523968049,-0.4688896559854364,0.7052813172340393,0.7186432753737685,tennis racket,sports
100,381108,person,1.0,0.8514219907639934,-0.36980560317459854,0.28403058648109436,0.28941170847344644,parking meter,outdoor
101,559950,dog,0.9444444444444444,0.08386681211533721,-0.42699321729905393,0.15422552824020386,0.15702702578047587,hair drier,indoor
102,257136,person,0.05263157894736842,0.19270808281175364,-0.3923886690602172,0.1349605917930603,0.13751749743338584,skis,sports
103,99341,person,0.3181818181818182,1.7234154089229667,-3.722949533750932,0.8784571290016174,0.8951000019920715,frisbee,sports
104,463013,person,0.0,0.012945676968240637,-0.08246992865056507,0.06800053268671036,0.06928884169055938,banana,food
105,10966,person,0.3333333333333333,0.019806372065311273,-1.4873394702835185,0.4614262878894806,0.4701682729565597,wine glass,kitchen
106,561491,dining table,0.0625,0.3741266463795792,-0.7767547467907705,0.057456109672784805,0.05827390675242129,snowboard,sports
107,310302,dining table,1.0,0.4514314696176802,-2.0038039429228904,0.8121852874755859,0.823745463756297,backpack,accessory
108,257336,person,0.782608695652174,0.2639804822006417,-0.6847521846278215,0.30084919929504395,0.3065489595313093,handbag,accessory
109,138115,person,1.0,0.08645060885873393,-0.7094763887937118,0.09442677348852158,0.09621574274630872,clock,indoor
110,363840,laptop,0.35294117647058826,-0.21877683928350072,-1.5218589313166873,0.26327255368232727,0.26803860112724776,toaster,appliance
111,179690,dog,1.0,0.2532217754664101,-0.29293467215520147,0.08510880917310715,0.08665480562566968,person,person
112,365018,truck,0.95,0.3679824997058855,-1.1723109545263566,0.8591366410255432,0.873845886909027,sink,appliance
113,283186,person,1.0,0.7608338774424896,-0.2941006211404488,0.4735194444656372,0.4824905413041461,cow,animal
114,477974,stop sign,0.5882352941176471,0.3004393192236215,-1.005568024047452,0.546897828578949,0.5561745562022575,parking meter,outdoor
115,469061,person,0.8620689655172413,0.654580595775277,-0.314767642803414,0.2734059691429138,0.27858580168004515,bench,outdoor
116,578861,person,0.42424242424242425,0.11854312829975172,-0.15270577459042228,0.489312082529068,0.49858237993274573,cup,kitchen
117,96215,person,0.9,0.4471077330758626,-0.7297720719355116,0.9721199870109558,0.9905373564433069,toothbrush,indoor
118,85944,person,0.21428571428571427,-0.03820616004800559,-0.5371875520042707,0.4934326708316803,0.5027810351386847,horse,animal
119,375881,person,1.0,0.04457483697755288,-1.2788233218801184,0.348041296005249,0.35463513751852993,tie,accessory
120,178715,person,0.05263157894736842,0.04234291844152067,-0.44685417529460847,0.09253337234258652,0.09428647003219869,skateboard,sports
121,216428,cat,0.15789473684210525,0.1487566408708696,-0.26571996013149773,0.30757176876068115,0.31338966073652125,bird,animal
122,197177,pizza,1.0,0.3168887463719024,-0.3453090339516222,0.29494673013687134,0.30013708307285164,bicycle,vehicle
123,539386,surfboard,0.8461538461538461,0.9695657750519412,0.2825318170551723,0.9640225768089294,0.9857681290664132,boat,vehicle
124,271892,cow,0.9459459459459459,2.6549696738330804,1.3703326785720988,2.5035343170166016,2.5470470118099393,wine glass,kitchen
125,499255,person,1.0,0.6642613854007708,-0.3843508246714902,0.44913768768310547,0.4576468581873412,bear,animal
126,306611,person,0.5,1.3407808237385797,-1.0053928640365515,0.8220279812812805,0.8376017717775934,handbag,accessory
127,4498,person,0.42105263157894735,0.02896534420923874,-0.41129799021207053,0.15719854831695557,0.1601767647689027,potted plant,furniture
128,92658,boat,1.0,0.2050144072198988,-0.9047673917267147,0.4287404716014862,0.4369678209476391,tie,accessory
129,454382,truck,1.0,6.019036451556546,4.035560347863045,5.484129428863525,5.578023001054453,bus,vehicle
130,14723,person,0.9583333333333334,1.9955545795853395,0.7512309081806777,1.0424679517745972,1.062218103654771,motorcycle,vehicle
131,512929,person,0.6842105263157895,0.5248608956841125,-1.5778404108173811,-0.14682738482952118,-0.14960911365448443,umbrella,accessory
132,532919,horse,0.9642857142857143,3.928268593720587,2.2010416151537644,2.732693910598755,2.7751370650406426,cow,animal
133,325958,motorcycle,0.0,-0.11157721246121058,-0.7862880055487484,-0.059175048023462296,-0.060257569200673836,stop sign,outdoor
134,366111,person,0.9444444444444444,1.9760740364056053,0.05602526485153536,2.1219048500061035,2.162105551611902,tie,accessory
135,74035,dog,0.9672131147540983,0.7672764030188663,-1.679298731284741,0.3029991090297699,0.308503069809398,frisbee,sports
136,272097,suitcase,0.8867924528301887,2.9421889235062366,0.6544759695853055,3.4209702014923096,3.4857847683070435,airplane,vehicle
137,174893,person,0.5681818181818182,-0.07866168103927712,-0.6720533987109116,0.46410253643989563,0.4728952245671982,microwave,appliance
138,364009,bus,1.0,2.432671046725803,1.6659646041427227,2.393481731414795,2.441429586245489,traffic light,outdoor
139,313321,couch,1.0,0.5003519953346309,-1.675502269621243,0.2415197640657425,0.24507254717990487,bed,furniture
140,552237,person,0.9166666666666666,0.11057660838318112,-0.3657607899968034,0.5583614706993103,0.5689399482741615,toothbrush,indoor
141,436694,car,0.27586206896551724,1.0427146577435658,0.3736239540508062,1.459673285484314,1.4841290321329481,handbag,accessory
142,564058,dining table,1.0,0.9330281920751182,0.3399668678736313,0.6664745211601257,0.6759607345525902,bench,outdoor
143,488250,person,0.875,0.06355215618235621,-0.23117545537996673,0.2183215171098709,0.2224577431821351,kite,sports
144,540372,cow,0.7575757575757576,10.281270463529488,6.595147888534962,8.619732856750488,8.769548180809178,sheep,animal
145,454388,tv,0.0,-0.09430958637401948,-2.5178530979870537,0.40082263946533203,0.40599906697387583,bed,furniture
146,528462,person,0.9375,1.644027965397279,0.03754564017804485,0.8591998219490051,0.875477854237695,bear,animal
147,172330,car,1.0,-0.05773242272315074,-1.1038861419638755,0.2280474454164505,0.23186821175124198,carrot,food
148,485480,person,1.0,0.16402923714563644,-0.618836784309433,0.9784182906150818,0.9969549850133056,bear,animal
149,5673,person,1.0,0.2708485436026375,-0.41493293833436895,0.5231543183326721,0.5330657762592687,refrigerator,appliance
150,88983,remote,1.0,3.7567497448410676,0.38826821907352116,2.9439804553985596,3.0253161796772785,keyboard,electronic
151,278535,truck,0.13043478260869565,0.42496217288752686,-1.9809156959469056,0.4052704870700836,0.4122091077259518,sandwich,food
152,502698,person,0.5,0.07576902777854626,-0.027732887504857924,-0.0018738288199529052,-0.0019093295792122352,bear,animal
153,290231,motorcycle,0.8235294117647058,0.15665596639528087,-0.3177982495402356,0.34243831038475037,0.3487027197137137,cat,animal
154,199989,person,0.0,-0.051118959103399766,-0.5476724335341253,0.09384512901306152,0.09562307868342533,bowl,kitchen
155,247918,person,0.9,0.7602640550117014,-0.1307078453325966,0.6621472239494324,0.6746919820091645,giraffe,animal
156,79721,remote,0.9354838709677419,2.6907356951405044,-1.205343360469486,1.4193216562271118,1.458534401230908,cell phone,electronic
157,351096,scissors,1.0,6.8327508178416725,0.07623619242393165,6.34007453918457,6.474645241803367,knife,kitchen
158,575755,sandwich,1.0,1.17245429655172,-1.0576489253715666,1.0199875831604004,1.0365317187736418,hot dog,food
159,175024,motorcycle,1.0,-0.8899461946966203,-6.479033277507468,0.18126513063907623,0.18458111176897773,teddy bear,indoor
160,228722,person,1.0,0.1165394694669129,-0.41056638606196866,0.11783897131681442,0.12007149805967372,giraffe,animal
161,370233,person,0.25806451612903225,-0.002464296491061585,-0.4489458004252231,-0.02502683736383915,-0.025500985118861078,fire hydrant,outdoor
162,407614,refrigerator,0.375,0.27487752705920376,-0.6803509307516308,0.04664422199130058,0.04745743743968593,toilet,furniture
163,443689,person,1.0,0.36180610768731414,-1.4216014571779345,1.0693031549453735,1.089561715105587,tie,accessory
164,15140,couch,0.8,0.9405924274135692,-0.06536235857312289,1.075519323348999,1.0913403345433854,sports ball,sports
165,122314,car,0.7142857142857143,1.4764059457539283,-0.2582547400342476,0.3514411449432373,0.357329281479069,traffic light,outdoor
166,579814,airplane,0.16071428571428573,0.17824197809138226,-0.25894326110158783,-0.21637952327728271,-0.22213947798434874,baseball glove,sports
167,243867,bus,1.0,1.6540947579319614,-0.08164143128866885,1.381141185760498,1.4088091458733136,elephant,animal
168,528595,train,0.7083333333333334,1.747668344119179,0.20006476161182407,1.0104364156723022,1.0282724253398523,skis,sports
169,455040,boat,0.8,0.19259829341369766,-0.7769909450068473,0.08587118983268738,0.08751902185303374,zebra,animal
170,525118,dining table,0.047619047619047616,1.0479420434666922,0.2746734393118532,0.7873584628105164,0.7985652684083988,wine glass,kitchen
171,305343,cup,0.5945945945945946,0.789350180546358,-1.3474286815271888,0.45056697726249695,0.45999165361961575,wine glass,kitchen
172,7394,person,0.95,0.6564910923154303,-1.811853059802921,0.4554966986179352,0.46412634422316257,backpack,accessory
173,557896,dining table,0.15,2.2240570588491737,-1.3930036225294233,2.206594705581665,2.238002100138014,spoon,kitchen
174,369185,couch,0.49056603773584906,3.793140403407704,1.459537726949847,2.1172797679901123,2.1484251934453367,remote,electronic
175,284400,person,0.15384615384615385,0.011137819534902185,-0.3659043071781894,0.041802626103162766,0.042594600775498884,cow,animal
176,163025,person,1.0,-0.14930424578377077,-2.747067979034613,1.0125941038131714,1.0317782785489362,toaster,appliance
177,407146,airplane,0.3939393939393939,0.14054232667915567,-1.166014761203294,1.7131052017211914,1.758707522222233,tennis racket,sports
178,163640,person,1.0,0.6417127403767439,-0.6924446448400947,-0.06712599843740463,-0.06839773888946384,carrot,food
179,252833,person,1.0,0.36213382531078925,-0.7632879134103806,-0.30593007802963257,-0.3117260984209675,knife,kitchen
180,526801,book,1.0,0.3595102618451774,0.037767460967966626,0.21679119765758514,0.2201256043138207,refrigerator,appliance
181,47055,bed,1.0,3.778577343455466,2.6650294282601736,3.231436014175415,3.2903055833872115,teddy bear,indoor
182,402206,person,0.0,-0.03562315325626009,-0.7175557448675747,0.3939725458621979,0.4014365811873621,couch,furniture
183,389316,elephant,0.0,0.10811841812915357,-0.3902460708391717,0.27400192618370056,0.2797532262978127,giraffe,animal
184,388770,clock,0.56,1.9684899568428564,0.015851863479401818,2.030431032180786,2.0626153845222315,parking meter,outdoor
185,164848,person,0.2727272727272727,0.4773669545207463,-1.1721112054901035,0.40909817814826965,0.41684877723246844,skis,sports
186,226744,baseball glove,1.0,1.0330204295425625,-0.3021472000969889,0.8478665351867676,0.8661247698883054,backpack,accessory
187,34508,person,0.0,0.1295852147858421,-0.21637105215135993,0.2536364495754242,0.2584417372515923,wine glass,kitchen
188,109146,horse,1.0,5.66563272423815,3.999680514475306,5.190755844116211,5.27137667439196,zebra,animal
189,418684,refrigerator,0.9047619047619048,1.97549506945384,0.7216443853512109,2.3596324920654297,2.4007713408475473,oven,appliance
190,208174,person,0.17647058823529413,0.1188789329608318,-0.17794577706082548,0.5106095671653748,0.5202833576025954,snowboard,sports
191,368367,person,1.0,1.2232950839144217,-0.4974552370453523,-0.1509000062942505,-0.15375889326334846,remote,electronic
192,219261,horse,0.11904761904761904,-0.19073875788278188,-1.7379076136315228,0.3602105379104614,0.3658051899250295,baseball glove,sports
193,247014,person,1.0,-0.14174374512171106,-0.8876717551744381,0.425909161567688,0.4339782543525549,frisbee,sports
194,385036,broccoli,0.14285714285714285,1.5802805678733336,0.9587373992474482,1.574967861175537,1.6024012632635793,elephant,animal
195,317254,motorcycle,0.8709677419354839,4.2417588048088,1.8129921360263486,3.4082043170928955,3.4705524430809644,zebra,animal
196,55118,person,0.6666666666666666,-0.5850067634471231,-6.389612544217438,-0.425449937582016,-0.43351033010569157,snowboard,sports
197,392892,dining table,0.5,0.8577822734824286,0.04275483599593688,0.893972635269165,0.9066969254197103,chair,furniture
198,432898,person,0.7058823529411765,1.1598498989967734,-0.5193584338288557,1.482851505279541,1.5109449755825473,tennis racket,sports
199,190362,suitcase,0.9473684210526315,3.4780673559643787,1.2096516865102447,2.6993939876556396,2.7505373889912828,airplane,vehicle
200,555298,tv,0.0,0.6898779823727808,0.07229398116561203,0.8419037461280823,0.8527765194744601,microwave,appliance
201,540187,motorcycle,0.9090909090909091,0.4280784958934459,-0.32690172493688696,0.18968872725963593,0.19315880580110908,donut,food
202,399851,refrigerator,0.275,0.9601856972197957,0.2244361407216502,0.9301027655601501,0.946318577621085,broccoli,food
203,485483,dining table,0.6666666666666666,0.1965840220207866,-0.7225810488528783,0.19569694995880127,0.19848238731405407,wine glass,kitchen
204,442809,cake,0.8076923076923077,1.4059771840435809,-0.695937696989283,-0.41213250160217285,-0.4191561561936571,fire hydrant,outdoor
205,150533,person,0.3,0.010131820434150923,-0.5200603399098549,0.2114936113357544,0.21550047882597992,skis,sports
206,419350,orange,0.5769230769230769,0.7722014917560165,0.3382640058554613,0.6411117911338806,0.6527730777671181,carrot,food
207,466901,person,0.6111111111111112,-0.23589305811545885,-0.8159770717431307,-0.06424170732498169,-0.06545880323143159,toaster,appliance
208,399655,couch,1.0,1.4280658258137986,0.8868668151250003,1.320465326309204,1.339889520980375,banana,food
209,199602,person,0.5882352941176471,2.227905530872857,0.5608941285606842,0.31295648217201233,0.31888562181055985,carrot,food
210,334416,bed,0.9166666666666666,1.8027256235744482,1.3438157239632251,1.55641508102417,1.584769498358352,surfboard,sports
211,314430,fire hydrant,0.8333333333333334,5.635358005317956,2.8941378620676446,4.038484573364258,4.124307763705072,hot dog,food
212,358149,kite,0.0,3.5125976212427394,1.4722133430101725,3.1083433628082275,3.176219145903689,airplane,vehicle
213,316648,person,0.16981132075471697,0.4971950831249967,-0.5951107846070272,1.8657169342041016,1.9010640091460378,frisbee,sports
214,486254,bowl,1.0,0.4585881335681131,-0.11787282368574259,0.31596609950065613,0.32146613276478453,cup,kitchen
215,110999,person,1.0,1.6939493748307592,-0.4212295678145461,0.6795274615287781,0.6924014981349838,frisbee,sports
216,557977,person,0.0,-0.03804753528011917,-0.28624409478560353,0.17786240577697754,0.18123211083303087,kite,sports
217,170007,bench,1.0,0.6104299620868056,0.08115762710263996,0.38676127791404724,0.3945997815852716,baseball bat,sports
218,291528,sandwich,0.7878787878787878,0.1719710074093732,-0.28833357775168844,0.9725368022918701,0.9883112891695742,elephant,animal
219,9668,refrigerator,0.2857142857142857,0.7629271616192119,-1.3351160484752254,1.0053579807281494,1.0228858246106802,bus,vehicle
220,422870,truck,0.84375,1.189796354162076,4.326600853477025e-05,1.1726096868515015,1.192685892876965,couch,furniture
221,285733,suitcase,0.0,0.4328108836706843,0.15943573175704287,0.30366575717926025,0.30941908543083524,oven,appliance
222,119729,banana,0.46153846153846156,0.04131772712792911,-0.2729144758405375,0.12160678952932358,0.12370557652189404,umbrella,accessory
223,331875,person,0.4473684210526316,0.06447160822698322,-0.8687733467594556,0.17403662204742432,0.17733384544148437,broccoli,food
224,481187,person,0.8636363636363636,2.51439141609588,1.0844934041433583,0.7814058661460876,0.7962100474258792,spoon,kitchen
225,581450,couch,0.3902439024390244,0.44173411458834644,-0.7751208556106122,0.2523861825466156,0.25609881190872213,tv,electronic
226,423894,person,0.041666666666666664,0.06542058587673003,-0.13704680600628866,0.258044958114624,0.26293376750775815,orange,food
227,113246,person,1.0,0.38488877228102514,-0.09747267176120428,0.37331876158714294,0.38039149915045434,sink,appliance
228,354832,person,1.0,0.7699898763585826,-0.372463622403407,0.5580516457557678,0.5686242535197717,bowl,kitchen
229,261388,horse,0.95,1.499885027576407,-0.6736507909260381,0.4154999256134033,0.4219533112066469,microwave,appliance
230,134460,person,0.27906976744186046,0.2200947234197445,-0.22964823378802818,0.21994097530841827,0.2241078829429602,fire hydrant,outdoor
231,309662,person,1.0,0.6615714862258566,-0.41764920750987844,0.23119163513183594,0.23557169295472313,sports ball,sports
232,151338,person,0.11428571428571428,0.2032778167226164,-0.13265325859480218,0.08246234804391861,0.08402464441522739,potted plant,furniture
233,499105,person,0.8823529411764706,1.8811048053415453,-0.16413596257994656,1.060484528541565,1.0805760147782557,hair drier,indoor
