sample_index,image_id,target_id,A,Aplus,B,C0,C1,C2,r,full_failure,absent_failure,exact_matched_random_failure_probability,cci_region,wf_region,mean_region,max_0_1_region,cci_bbox_precision,wf_bbox_precision,feasible_set_size,n_full_foils,n_absent_foils,m_outranking_foils
16,176031,1,1,1,1,1,0,0,0,1,1,1.0,2,2,2,2,0.8999999761581421,0.8999999761581421,1,79,76,13
17,476704,6,1,1,1,1,0,0,0,1,1,0.9493670886075949,2,2,2,2,1.0,1.0,1,79,75,1
18,312384,6,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,1.0,1.0,1,79,77,0
19,314383,1,1,1,1,1,0,0,0,1,1,1.0,1,1,1,1,0.8888888955116272,0.8888888955116272,1,79,77,33
20,142261,1,1,1,1,1,0,0,0,1,1,1.0,7,7,7,7,1.0,1.0,1,79,76,12
21,510861,1,1,1,1,1,0,0,0,1,1,1.0,7,7,7,7,0.800000011920929,0.800000011920929,1,79,78,20
22,573784,62,0,0,0,0,0,0,0,1,1,1.0,2,7,2,7,0.0,0.0,3,79,73,17
23,147667,1,1,1,1,1,0,0,0,1,1,1.0,1,1,1,1,0.5,0.5,1,79,77,11
24,353866,1,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,0.0,0.0,1,79,77,7
25,63565,1,0,0,0,0,0,0,0,1,1,1.0,6,6,6,6,0.0,0.0,1,79,76,21
26,187286,7,1,1,1,1,0,0,0,1,1,0.9367088607594937,2,2,2,2,0.8571428656578064,0.8571428656578064,1,79,74,1
27,381870,22,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,0.8333333134651184,0.8333333134651184,1,79,75,0
28,341424,78,0,0,0,0,0,0,0,1,1,1.0,3,3,3,3,0.0,0.0,1,79,78,3
29,93175,1,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,0.800000011920929,0.800000011920929,1,79,74,30
30,218766,1,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,1.0,1.0,1,79,78,12
31,350171,1,1,1,1,1,0,0,0,1,1,1.0,7,7,7,7,0.5,0.5,1,79,75,10
32,452700,3,0,0,0,0,0,0,0,1,1,0.9999767055063524,1,7,7,7,0.1666666716337204,1.0,2,79,72,4
33,94926,1,1,1,1,1,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1,79,77,11
34,557998,1,1,1,1,1,0,0,0,1,1,1.0,7,7,7,7,1.0,1.0,1,79,75,26
35,131919,1,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0.0,0.0,1,79,76,71
36,325991,1,0,0,0,0,0,0,0,1,1,1.0,5,5,5,5,0.0,0.0,1,79,78,31
37,462755,38,0,0,0,0,0,0,0,1,1,1.0,6,6,6,6,0.0,0.0,1,79,77,24
38,304186,1,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,1.0,1.0,1,79,72,49
39,328306,1,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,0.0,0.0,1,79,78,16
40,301282,67,1,1,1,1,0,0,0,1,1,1.0,4,4,4,4,1.0,1.0,1,79,73,17
41,68128,7,1,1,1,1,0,0,0,1,1,0.996754300551769,7,7,7,7,1.0,1.0,1,79,74,2
42,9857,65,1,1,1,1,0,0,0,1,1,0.9873417721518988,5,5,5,5,1.0,1.0,1,79,78,1
43,42576,17,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,1.0,1.0,1,79,78,29
44,532159,13,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,1.0,1.0,1,79,78,0
45,529148,73,1,1,1,1,0,0,0,1,1,0.9493670886075949,7,7,7,7,1.0,1.0,1,79,75,1
46,73009,1,1,1,1,1,0,0,0,1,1,0.9493670886075949,3,3,3,3,1.0,1.0,1,79,75,1
47,36049,7,1,1,1,1,0,0,0,1,1,1.0,4,4,4,4,0.5,0.5,1,79,77,4
48,307786,1,1,1,1,1,0,0,0,1,1,1.0,0,0,0,0,0.6000000238418579,0.6000000238418579,1,79,78,3
49,28452,82,1,1,1,1,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1,79,78,30
50,363981,1,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,0.0,0.0,1,79,78,16
51,434043,59,1,1,1,0,1,0,0,1,1,1.0,0,0,0,0,0.75,0.75,1,79,78,9
52,536369,79,1,1,1,1,0,0,0,1,1,0.9873417721518988,5,5,5,5,0.5,0.5,1,79,78,1
53,547196,67,1,1,1,1,0,0,0,1,0,0.9113924050632911,7,7,7,7,0.8999999761581421,0.8999999761581421,1,79,72,1
54,228854,63,1,1,0,0,0,0,0,0,0,0.0,4,4,4,4,1.0,1.0,1,79,75,0
55,294776,1,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,0.8571428656578064,0.8571428656578064,1,79,78,50
56,254516,1,1,1,1,1,0,0,0,1,1,1.0,0,0,0,0,0.6000000238418579,0.6000000238418579,1,79,77,37
57,162362,28,1,1,0,0,0,0,0,0,0,0.0,6,6,6,6,1.0,1.0,1,79,76,0
58,415413,3,1,1,0,0,0,0,0,0,0,0.0,6,6,6,6,0.6000000238418579,0.6000000238418579,1,79,77,0
59,233815,22,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,1.0,1.0,1,79,77,0
60,373571,1,1,1,1,1,0,0,0,1,1,1.0,7,7,7,7,1.0,1.0,1,79,78,30
61,541837,67,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,0.5,0.5,1,79,71,0
62,462890,65,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,1.0,1.0,1,79,77,0
63,214200,13,0,0,0,0,0,0,0,0,0,0.0,4,4,4,4,0.0,0.0,1,79,78,0
64,63619,2,1,1,0,0,0,0,0,0,0,0.0,4,4,4,4,0.6666666865348816,0.6666666865348816,1,79,77,0
65,74430,28,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,1.0,1.0,1,79,77,0
66,111347,67,1,1,0,0,0,0,0,0,0,0.0,7,7,7,7,1.0,1.0,1,79,75,0
67,1296,1,1,1,1,1,0,0,0,1,1,1.0,3,3,3,3,1.0,1.0,1,79,77,23
68,579438,1,0,0,0,0,0,0,0,1,1,1.0,1,1,1,1,0.125,0.125,1,79,78,37
69,32375,63,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,0.5,0.5,1,79,78,0
70,548337,67,1,1,1,1,0,0,0,1,1,1.0,1,1,1,1,1.0,1.0,1,79,72,38
71,273420,65,1,1,1,1,0,0,0,1,1,0.9367088607594937,7,7,7,7,1.0,1.0,1,79,74,1
72,548713,19,1,1,1,1,0,0,0,1,1,1.0,1,1,1,1,1.0,1.0,1,79,73,7
73,452836,1,1,1,1,1,0,0,0,1,1,0.9746835443037974,1,1,1,1,1.0,1.0,1,79,77,1
74,119402,6,0,0,0,0,0,0,0,1,1,1.0,6,6,6,6,0.3333333432674408,0.3333333432674408,1,79,77,11
75,550013,1,1,1,1,1,0,0,0,1,1,1.0,7,7,7,7,1.0,1.0,1,79,77,34
76,375509,73,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,1.0,1.0,1,79,75,0
77,274272,6,1,1,0,0,0,0,0,0,0,0.0,4,4,4,4,1.0,1.0,1,79,76,0
78,117584,1,0,0,0,0,0,0,0,1,1,1.0,4,4,4,4,0.4000000059604645,0.4000000059604645,1,79,78,34
79,246612,1,1,1,1,1,0,0,0,1,1,1.0,2,2,2,2,1.0,1.0,1,79,78,20
80,412604,1,1,1,1,1,0,0,0,1,1,1.0,7,7,7,7,1.0,1.0,1,79,77,3
81,417632,1,0,0,0,0,0,0,0,1,1,1.0,3,3,3,3,1.0,1.0,1,79,73,46
82,87920,1,1,1,1,1,0,0,0,1,1,0.9951314508276533,0,0,0,0,1.0,1.0,1,79,73,2
83,6189,1,1,1,1,1,0,0,0,1,1,1.0,6,6,6,6,1.0,1.0,1,79,76,13
84,344621,63,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.6363636255264282,0.6363636255264282,1,79,75,0
85,25386,1,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,1.0,1.0,1,79,76,75
86,383066,1,1,1,1,1,0,0,0,1,1,1.0,4,4,4,4,1.0,1.0,1,79,76,10
87,377005,17,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,1.0,1.0,1,79,78,16
88,428881,1,0,0,0,0,0,0,0,1,1,1.0,1,1,1,1,0.1666666716337204,0.1666666716337204,1,79,77,38
89,317448,1,1,1,1,1,0,0,0,1,1,1.0,4,4,4,4,1.0,1.0,1,79,78,33
90,1675,17,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,0.0,0.0,1,79,78,26
91,159969,1,1,0,1,1,0,0,0,1,1,1.0,2,2,2,2,0.6000000238418579,0.6000000238418579,1,79,77,9
92,276133,51,1,1,1,1,0,0,0,1,1,0.9996754300551769,3,3,3,3,0.8666666746139526,0.8666666746139526,1,79,77,2
93,167271,1,1,1,1,1,0,0,0,1,1,1.0,2,2,2,2,1.0,1.0,1,79,78,3
94,231281,1,0,0,0,0,0,0,0,1,1,1.0,6,6,6,6,0.4000000059604645,0.4000000059604645,1,79,76,4
95,350789,24,1,1,0,0,0,0,0,0,0,0.0,6,6,6,6,0.75,0.75,1,79,78,0
96,14265,1,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,0.0,0.0,1,79,77,60
97,390348,4,1,1,0,0,0,0,0,0,0,0.0,2,2,2,2,1.0,1.0,1,79,76,0
98,74462,1,1,1,1,1,0,0,0,1,1,1.0,4,4,4,4,0.800000011920929,0.800000011920929,1,79,77,6
99,29431,1,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,1.0,1.0,1,79,78,25
100,381108,1,1,1,1,1,0,0,0,1,1,1.0,7,7,7,7,1.0,1.0,1,79,77,9
101,559950,18,1,1,1,1,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1,79,76,4
102,257136,1,0,0,0,0,0,0,0,1,1,1.0,3,6,6,6,0.0,0.1428571492433548,2,79,75,39
103,99341,1,1,1,1,1,0,0,0,1,1,0.9999993344430387,7,7,7,7,1.0,1.0,1,79,75,4
104,463013,1,1,1,1,1,0,0,0,1,1,1.0,4,4,4,4,0.6666666865348816,0.6666666865348816,1,79,76,33
105,10966,1,0,0,0,0,0,0,0,1,1,1.0,4,4,4,4,0.3333333432674408,0.3333333432674408,1,79,76,19
106,561491,67,0,0,0,0,0,0,0,1,1,1.0,5,5,5,5,0.0,0.0,1,79,69,13
107,310302,67,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1,79,74,47
108,257336,1,1,1,1,1,0,0,0,1,1,0.9995574046206958,1,1,1,1,0.75,0.75,1,79,72,3
109,138115,1,1,1,1,1,0,0,0,1,1,1.0,4,4,4,4,1.0,1.0,1,79,78,30
110,363840,73,1,1,1,1,0,0,0,1,0,0.9113924050632911,0,0,0,0,0.6666666865348816,0.6666666865348816,1,79,72,1
111,179690,18,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,1.0,1.0,1,79,77,3
112,365018,8,1,1,1,1,0,0,0,1,1,1.0,3,3,3,3,1.0,1.0,1,79,78,12
113,283186,1,1,1,1,1,0,0,0,1,1,1.0,2,2,2,2,1.0,1.0,1,79,78,14
114,477974,13,1,1,0,0,0,0,0,0,0,0.0,7,7,7,7,1.0,1.0,1,79,77,0
115,469061,1,1,1,1,1,0,0,0,1,1,1.0,3,3,3,3,0.5,0.5,1,79,78,44
116,578861,1,0,0,0,0,0,0,0,1,1,1.0,1,7,7,7,0.5714285969734192,0.2857142984867096,2,79,72,55
117,96215,1,1,1,1,1,0,0,0,1,1,1.0,3,3,3,3,0.8571428656578064,0.8571428656578064,1,79,76,7
118,85944,1,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,0.25,0.25,1,79,75,43
119,375881,1,1,1,1,1,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1,79,77,26
120,178715,1,1,1,1,1,0,0,0,1,1,1.0,7,7,7,7,1.0,1.0,1,79,78,14
121,216428,17,1,1,0,0,0,0,0,0,0,0.0,6,6,6,6,0.7142857313156128,0.7142857313156128,1,79,78,0
122,197177,59,1,1,1,1,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1,79,78,7
123,539386,42,1,1,0,0,0,0,0,0,0,0.0,5,5,5,5,0.75,0.75,1,79,78,0
124,271892,21,1,1,0,0,0,0,0,0,0,0.0,7,7,7,7,1.0,1.0,1,79,78,0
125,499255,1,0,0,0,0,0,0,0,1,1,1.0,4,4,4,4,0.0,0.0,1,79,78,51
126,306611,1,1,1,1,1,0,0,0,1,1,1.0,6,6,6,6,0.800000011920929,0.800000011920929,1,79,78,4
127,4498,1,1,1,1,1,0,0,0,1,1,1.0,1,1,1,1,1.0,1.0,1,79,77,25
128,92658,9,0,0,0,0,0,0,0,1,1,1.0,1,1,1,1,1.0,1.0,1,79,78,47
129,454382,8,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,0.75,0.75,1,79,78,2
130,14723,1,0,0,0,0,0,0,0,1,1,1.0,5,5,5,5,0.0,0.0,1,79,77,13
131,512929,1,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0.25,0.25,1,79,76,26
132,532919,19,1,1,0,0,0,0,0,0,0,0.0,6,6,6,6,0.5,0.5,2,79,77,0
133,325958,4,1,1,0,0,0,0,0,0,0,0.0,4,4,4,4,1.0,1.0,1,79,78,0
134,366111,1,1,1,1,1,0,0,0,1,1,1.0,1,1,1,1,1.0,1.0,1,79,76,4
135,74035,18,0,0,0,0,0,0,0,1,1,1.0,1,1,1,1,1.0,1.0,1,79,78,49
136,272097,33,1,1,0,0,0,0,0,0,0,0.0,6,6,6,6,1.0,1.0,1,79,78,0
137,174893,1,1,1,1,1,0,0,0,1,1,1.0,1,1,1,1,0.8571428656578064,0.8571428656578064,1,79,77,15
138,364009,6,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,1.0,1.0,1,79,75,0
139,313321,63,0,0,0,0,0,0,0,1,1,1.0,1,1,1,1,1.0,1.0,1,79,77,38
140,552237,1,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0.0,0.0,1,79,78,58
141,436694,3,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.800000011920929,0.800000011920929,1,79,78,0
142,564058,67,1,1,1,1,0,0,0,1,1,1.0,1,1,1,1,0.5,0.5,1,79,73,8
143,488250,1,1,1,1,1,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1,79,75,18
144,540372,21,1,1,0,0,0,0,0,0,0,0.0,2,2,2,2,0.8333333134651184,0.8333333134651184,1,79,77,0
145,454388,72,0,0,0,0,0,0,0,1,1,0.9999999964023948,1,1,1,1,0.0,0.0,1,79,73,6
146,528462,1,1,1,1,1,0,0,0,1,1,1.0,4,4,4,4,1.0,1.0,1,79,76,24
147,172330,3,1,1,1,0,1,0,0,1,1,0.9873417721518988,5,5,5,5,1.0,1.0,1,79,78,1
148,485480,1,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,0.5714285969734192,0.5714285969734192,1,79,77,43
149,5673,1,1,1,1,1,0,0,0,1,1,1.0,4,4,4,4,1.0,1.0,1,79,77,32
150,88983,75,1,1,1,1,0,0,0,1,1,0.9746835443037974,0,0,0,0,1.0,1.0,1,79,77,1
151,278535,8,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,0.1666666716337204,0.1666666716337204,1,79,77,26
152,502698,1,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,0.375,0.375,1,79,78,13
153,290231,4,0,0,0,0,0,0,0,1,1,1.0,4,4,4,4,0.0,0.0,1,79,78,64
154,199989,1,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,0.0,0.0,1,79,77,34
155,247918,1,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,0.0,0.0,1,79,78,27
156,79721,75,1,1,1,1,0,0,0,1,1,1.0,1,1,1,1,1.0,1.0,1,79,78,4
157,351096,87,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,1.0,1.0,1,79,78,0
158,575755,54,1,0,1,1,0,0,0,1,1,1.0,2,2,2,2,1.0,1.0,1,79,77,24
159,175024,4,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0.0,0.0,1,79,76,51
160,228722,1,1,1,1,1,0,0,0,1,1,1.0,7,7,7,7,1.0,1.0,1,79,77,3
161,370233,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,1,79,77,0
162,407614,82,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,0.8333333134651184,0.8333333134651184,1,79,70,0
163,443689,1,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,0.6111111044883728,0.6111111044883728,1,79,78,42
164,15140,63,1,1,1,0,1,0,0,1,1,1.0,7,7,7,7,0.8571428656578064,0.8571428656578064,1,79,74,36
165,122314,3,1,1,0,0,0,0,0,0,0,0.0,6,6,6,6,0.75,0.75,1,79,75,0
166,579814,5,1,1,0,0,0,0,0,0,0,0.0,6,6,6,6,1.0,1.0,2,79,78,0
167,243867,6,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,0.9166666865348816,0.9166666865348816,1,79,77,0
168,528595,7,1,1,1,1,0,0,0,1,1,1.0,1,1,1,1,1.0,1.0,1,79,78,2
169,455040,9,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0.0,0.0,1,79,78,6
170,525118,67,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,1,79,76,0
171,305343,47,0,0,0,0,0,0,0,0,0,0.0,6,6,6,6,0.1666666716337204,0.1666666716337204,1,79,78,0
172,7394,1,1,1,1,1,0,0,0,1,1,1.0,3,3,3,3,1.0,1.0,1,79,76,6
173,557896,67,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,1.0,1.0,1,79,76,0
174,369185,63,1,1,0,0,0,0,0,0,0,0.0,2,2,2,2,0.6153846383094788,0.6153846383094788,1,79,74,0
175,284400,1,0,0,0,0,0,0,0,1,1,1.0,6,6,6,6,0.0,0.0,1,79,78,35
176,163025,1,1,1,1,1,0,0,0,1,1,1.0,3,3,3,3,1.0,1.0,1,79,78,8
177,407146,5,1,1,0,0,0,0,0,0,0,0.0,5,5,5,5,0.6000000238418579,0.6000000238418579,1,79,76,0
178,163640,1,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,0.1666666716337204,0.1666666716337204,1,79,76,18
179,252833,1,1,1,1,1,0,0,0,1,1,1.0,4,4,4,4,1.0,1.0,1,79,78,4
180,526801,84,1,1,0,0,0,0,0,0,0,0.0,5,5,5,5,1.0,1.0,1,79,73,0
181,47055,65,1,1,0,0,0,0,0,0,0,0.0,5,5,5,5,1.0,1.0,1,79,76,0
182,402206,1,0,0,0,0,0,0,0,1,1,1.0,5,5,5,5,0.4000000059604645,0.4000000059604645,1,79,72,34
183,389316,22,1,1,1,1,0,0,0,1,1,1.0,4,4,4,4,1.0,1.0,1,79,78,5
184,388770,85,0,0,0,0,0,0,0,1,1,1.0,5,5,5,5,0.0,0.0,1,79,78,42
185,164848,1,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,1.0,1.0,1,79,78,17
186,226744,40,1,1,1,0,1,0,0,1,1,1.0,1,1,1,1,1.0,1.0,1,79,78,5
187,34508,1,0,0,0,0,0,0,0,1,1,1.0,1,1,1,1,0.0,0.0,1,79,78,39
188,109146,19,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,1.0,1.0,1,79,78,0
189,418684,82,1,1,0,0,0,0,0,0,0,0.0,2,2,2,2,1.0,1.0,1,79,77,0
190,208174,1,1,0,1,1,0,0,0,1,1,1.0,7,7,7,7,1.0,1.0,1,79,78,27
191,368367,1,0,0,0,0,0,0,0,1,1,1.0,3,3,3,3,0.30000001192092896,0.30000001192092896,1,79,77,40
192,219261,19,0,0,0,0,0,0,0,1,1,1.0,4,2,2,2,0.0,0.0,2,79,76,4
193,247014,1,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,1.0,1.0,1,79,78,36
194,385036,56,0,0,0,0,0,0,0,1,1,0.9873417721518988,1,1,1,1,0.0,0.0,1,79,78,1
195,317254,4,1,1,1,1,0,0,0,1,1,1.0,7,7,7,7,1.0,1.0,1,79,77,4
196,55118,1,0,0,0,0,0,0,0,1,1,1.0,5,5,5,5,0.09090909361839294,0.09090909361839294,1,79,78,42
197,392892,67,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.3333333432674408,0.3333333432674408,1,79,75,0
198,432898,1,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,0.6000000238418579,0.6000000238418579,1,79,76,11
199,190362,33,1,1,0,0,0,0,0,0,0,0.0,2,2,2,2,1.0,1.0,1,79,77,0
200,555298,72,0,0,0,0,0,0,0,1,1,1.0,3,3,3,3,0.4000000059604645,0.4000000059604645,1,79,74,15
201,540187,4,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,0.2222222238779068,0.2222222238779068,1,79,78,26
202,399851,82,0,0,0,0,0,0,0,1,1,0.9999993344430387,1,1,1,1,0.125,0.125,1,79,75,4
203,485483,67,1,1,1,1,0,0,0,1,1,0.9999999748167636,4,4,4,4,0.800000011920929,0.800000011920929,1,79,72,6
204,442809,61,1,1,1,1,0,0,0,1,1,1.0,7,7,7,7,0.6666666865348816,0.6666666865348816,1,79,78,14
205,150533,1,1,1,1,1,0,0,0,1,1,1.0,3,3,3,3,0.7142857313156128,0.7142857313156128,1,79,77,11
206,419350,55,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,0.5,0.5,1,79,77,0
207,466901,1,1,1,1,1,0,0,0,1,1,1.0,3,2,3,2,1.0,0.4000000059604645,2,79,77,26
208,399655,63,1,1,0,0,0,0,0,0,0,0.0,5,5,5,5,1.0,1.0,1,79,78,0
209,199602,1,0,0,0,0,0,0,0,1,1,1.0,5,5,5,5,0.20000000298023224,0.20000000298023224,1,79,78,37
210,334416,65,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,0.699999988079071,0.699999988079071,1,79,73,0
211,314430,11,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.8571428656578064,0.8571428656578064,1,79,77,0
212,358149,38,0,0,0,0,0,0,0,0,0,0.0,6,6,6,6,0.0,0.0,1,79,78,0
213,316648,1,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,1.0,1.0,1,79,75,61
214,486254,51,1,0,1,1,0,0,0,1,1,0.9746835443037974,2,2,2,2,1.0,1.0,1,79,77,1
215,110999,1,1,1,1,1,0,0,0,1,1,0.9931840311587147,6,6,6,6,1.0,1.0,1,79,72,2
216,557977,1,0,0,0,0,0,0,0,1,1,1.0,6,6,6,6,0.0,0.0,2,79,77,24
217,170007,15,1,1,0,0,0,0,0,0,0,0.0,5,5,5,5,0.6666666865348816,0.6666666865348816,1,79,76,0
218,291528,54,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.6666666865348816,0.6666666865348816,1,79,78,0
219,9668,82,0,0,0,0,0,0,0,1,1,1.0,1,1,1,1,0.0,0.0,1,79,76,23
220,422870,8,1,1,1,1,0,0,0,1,1,1.0,6,6,6,6,1.0,1.0,1,79,78,21
221,285733,33,0,0,0,0,0,0,0,1,1,0.9620253164556962,0,0,0,0,0.2222222238779068,0.2222222238779068,1,79,76,1
222,119729,52,0,0,0,0,0,0,0,1,1,1.0,6,6,6,6,0.5,0.5,1,79,76,33
223,331875,1,0,0,0,0,0,0,0,1,1,0.9746835443037974,4,4,4,4,0.4000000059604645,0.4000000059604645,1,79,77,1
224,481187,1,0,0,0,0,0,0,0,1,1,1.0,5,5,5,5,0.10000000149011612,0.10000000149011612,1,79,78,22
225,581450,63,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,0.7142857313156128,0.7142857313156128,1,79,74,0
226,423894,1,1,1,1,1,0,0,0,1,1,1.0,3,3,3,3,0.9090909361839294,0.9090909361839294,1,79,75,14
227,113246,1,0,0,0,0,0,0,0,1,1,0.9746835443037974,5,5,5,5,0.4000000059604645,0.4000000059604645,1,79,77,1
228,354832,1,1,1,1,1,0,0,0,1,1,1.0,2,2,2,2,0.5454545617103577,0.5454545617103577,1,79,77,6
229,261388,19,1,1,0,0,0,0,0,0,0,0.0,6,6,6,6,1.0,1.0,1,79,78,0
230,134460,1,1,0,1,1,0,0,0,1,1,1.0,2,2,2,2,1.0,1.0,1,79,77,9
231,309662,1,1,1,1,1,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1,79,74,6
232,151338,1,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,0.1818181872367859,0.1818181872367859,1,79,78,6
233,499105,1,0,0,0,0,0,0,0,1,1,1.0,4,4,4,4,0.0,0.0,1,79,77,41
234,187658,59,1,1,0,0,0,0,0,0,0,0.0,2,2,2,2,1.0,1.0,1,79,77,0
235,214966,1,0,0,0,0,0,0,0,1,1,1.0,3,3,3,3,0.20000000298023224,0.20000000298023224,1,79,78,43
236,23991,1,1,1,1,1,0,0,0,1,1,1.0,6,6,6,6,1.0,1.0,1,79,78,23
237,413079,19,1,1,1,1,0,0,0,1,1,1.0,3,3,3,3,1.0,1.0,1,79,77,22
238,175318,85,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1.0,1,79,78,0
239,51339,64,1,1,1,0,1,0,0,1,1,1.0,6,6,6,6,1.0,1.0,1,79,78,13
240,434217,1,1,1,1,1,0,0,0,1,1,1.0,3,3,3,3,1.0,1.0,1,79,78,12
241,507893,70,0,0,0,0,0,0,0,1,1,0.9873417721518988,4,4,4,4,0.0,0.0,1,79,78,1
