sample_index,image_id,target_id,A,Aplus,B,C0,C1,C2,r,full_failure,absent_failure,exact_matched_random_failure_probability,cci_region,wf_region,mean_region,max_0_1_region,cci_bbox_precision,wf_bbox_precision,feasible_set_size,n_full_foils,n_absent_foils,m_outranking_foils
43,42576,17,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1,79,78,41
44,532159,13,1,1,0,0,0,0,0,0,0,0.0,5,5,5,5,0.800000011920929,0.800000011920929,1,79,78,0
45,529148,73,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,0.7647058963775635,0.7647058963775635,1,79,75,6
46,73009,1,1,1,1,1,0,0,0,1,1,1.0,1,1,1,1,1.0,1.0,1,79,75,23
47,36049,7,0,0,0,0,0,0,0,1,1,1.0,3,3,3,3,0.2291666716337204,0.2291666716337204,1,79,77,23
48,307786,1,1,1,1,1,0,0,0,1,1,0.9873417721518988,6,6,6,6,0.7857142686843872,0.7857142686843872,1,79,78,1
49,28452,82,0,0,0,0,0,0,0,1,1,1.0,5,7,7,7,1.0,1.0,2,79,78,41
50,363981,1,1,1,1,1,0,0,0,1,1,1.0,7,7,7,7,1.0,1.0,1,79,78,13
51,434043,59,1,1,1,1,0,0,0,1,1,1.0,3,3,3,3,0.7575757503509521,0.7575757503509521,1,79,78,5
52,536369,79,1,1,1,1,0,0,0,1,1,1.0,4,4,4,4,0.875,0.875,1,79,78,10
53,547196,67,1,1,0,0,0,0,0,0,0,0.0,7,7,7,7,0.9230769276618958,0.9230769276618958,1,79,72,0
54,228854,63,1,1,1,1,0,0,0,1,1,0.9493670886075949,3,3,3,3,1.0,1.0,1,79,75,1
55,294776,1,0,0,0,0,0,0,0,1,1,1.0,6,6,6,6,0.4399999976158142,0.4399999976158142,1,79,78,37
56,254516,1,0,0,0,0,0,0,0,1,1,1.0,4,4,5,4,0.4285714328289032,0.4285714328289032,2,79,77,7
57,162362,28,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.9375,0.9375,1,79,76,0
58,415413,3,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0.10000000149011612,0.10000000149011612,1,79,77,4
59,233815,22,0,0,0,0,0,0,0,1,1,1.0,6,6,6,6,0.38461539149284363,0.38461539149284363,1,79,77,27
60,373571,1,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,0.43589743971824646,0.43589743971824646,1,79,78,9
61,541837,67,1,1,1,1,0,0,0,1,1,0.9909120415449529,1,1,1,1,0.5686274766921997,0.5686274766921997,1,79,71,2
62,462890,65,1,1,0,0,0,0,0,0,0,0.0,2,2,2,2,1.0,1.0,1,79,77,0
63,214200,13,0,0,0,0,0,0,0,1,1,1.0,4,4,4,4,0.0,0.0,1,79,78,15
64,63619,2,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1.0,1,79,77,0
65,74430,28,1,1,0,0,0,0,0,0,0,0.0,7,7,7,7,0.939393937587738,0.939393937587738,1,79,77,0
66,111347,67,1,1,1,1,0,0,0,1,1,0.9999993344430387,1,1,1,1,0.9583333134651184,0.9583333134651184,1,79,75,4
67,1296,1,1,1,1,1,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1,79,77,4
68,579438,1,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,0.4545454680919647,0.4545454680919647,1,79,78,16
69,32375,63,1,1,0,0,0,0,0,0,0,0.0,4,4,4,4,1.0,1.0,1,79,78,0
70,548337,67,0,0,0,0,0,0,0,1,1,1.0,5,5,5,5,0.8636363744735718,0.8636363744735718,1,79,72,41
71,273420,65,1,1,0,0,0,0,0,0,0,0.0,5,5,5,5,1.0,1.0,1,79,74,0
72,548713,19,1,1,0,0,0,0,0,0,0,0.0,7,7,7,7,1.0,1.0,1,79,73,0
73,452836,1,1,1,1,1,0,0,0,1,1,0.9746835443037974,2,2,2,2,0.9677419066429138,0.9677419066429138,1,79,77,1
74,119402,6,1,1,1,1,0,0,0,1,1,1.0,3,3,3,3,0.7428571581840515,0.7428571581840515,1,79,77,4
75,550013,1,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0.0357142873108387,0.0357142873108387,1,79,77,23
76,375509,73,1,1,1,0,1,0,0,1,0,0.9493670886075949,1,1,1,1,0.6666666865348816,0.6666666865348816,1,79,75,1
77,274272,6,1,1,1,0,1,0,0,1,1,0.9990262901655307,0,0,0,0,0.698113203048706,0.698113203048706,1,79,76,2
78,117584,1,0,0,0,0,0,0,0,1,1,1.0,1,1,1,1,0.0,0.0,2,79,78,8
79,246612,1,0,0,0,0,0,0,0,1,1,1.0,4,4,4,4,0.4615384638309479,0.4615384638309479,1,79,78,58
80,412604,1,1,1,1,1,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1,79,77,4
81,417632,1,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1,79,73,41
82,87920,1,0,0,0,0,0,0,0,1,1,1.0,4,4,4,4,0.1538461595773697,0.1538461595773697,1,79,73,42
83,6189,1,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,0.8620689511299133,0.8620689511299133,1,79,76,27
84,344621,63,1,1,0,0,0,0,0,0,0,0.0,4,4,4,4,0.75,0.75,1,79,75,0
85,25386,1,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,0.6000000238418579,0.6000000238418579,1,79,76,36
86,383066,1,1,1,1,1,0,0,0,1,1,1.0,4,4,4,4,1.0,1.0,1,79,76,12
87,377005,17,0,0,0,0,0,0,0,1,1,1.0,1,1,1,1,0.05263157933950424,0.05263157933950424,1,79,78,45
88,428881,1,1,1,1,1,0,0,0,1,1,1.0,0,0,0,0,1.0,1.0,1,79,77,4
89,317448,1,0,0,0,0,0,0,0,1,1,1.0,5,5,5,5,0.12121212482452393,0.12121212482452393,1,79,78,15
90,1675,17,0,0,0,0,0,0,0,1,1,1.0,3,3,3,3,0.8571428656578064,0.8571428656578064,1,79,78,42
91,159969,1,1,0,1,1,0,0,0,1,1,1.0,5,5,5,5,0.523809552192688,0.523809552192688,1,79,77,7
92,276133,51,1,1,1,1,0,0,0,1,1,1.0,3,3,3,3,1.0,1.0,1,79,77,3
93,167271,1,0,0,0,0,0,0,0,1,1,1.0,3,3,3,3,0.20588235557079315,0.20588235557079315,1,79,78,21
94,231281,1,1,1,1,1,0,0,0,1,1,1.0,7,7,7,7,0.7272727489471436,0.7272727489471436,1,79,76,17
95,350789,24,1,1,0,0,0,0,0,0,0,0.0,6,6,6,6,1.0,1.0,1,79,78,0
96,14265,1,0,0,0,0,0,0,0,1,1,1.0,3,3,3,3,0.38461539149284363,0.38461539149284363,1,79,77,7
97,390348,4,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,0.8709677457809448,0.8709677457809448,1,79,76,0
98,74462,1,0,0,0,0,0,0,0,1,1,1.0,5,5,5,5,0.02380952425301075,0.02380952425301075,1,79,77,52
99,29431,1,1,1,1,1,0,0,0,1,1,1.0,6,6,6,6,0.9333333373069763,0.9333333373069763,1,79,78,3
100,381108,1,1,1,1,1,0,0,0,1,1,1.0,1,1,1,1,1.0,1.0,1,79,77,3
101,559950,18,1,1,1,1,0,0,0,1,1,1.0,2,2,5,2,0.9444444179534912,0.9444444179534912,2,79,76,26
102,257136,1,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,0.05263157933950424,0.05263157933950424,1,79,75,15
103,99341,1,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0.3181818127632141,0.3181818127632141,1,79,75,9
104,463013,1,0,0,0,0,0,0,0,1,1,1.0,3,3,3,3,0.0,0.0,1,79,76,27
105,10966,1,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,0.3333333432674408,0.3333333432674408,1,79,76,39
106,561491,67,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,0.0625,0.0625,1,79,69,14
107,310302,67,1,1,1,1,0,0,0,1,1,1.0,2,2,2,2,1.0,1.0,1,79,74,17
108,257336,1,1,1,1,1,0,0,0,1,1,1.0,7,7,7,7,0.782608687877655,0.782608687877655,1,79,72,15
109,138115,1,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,1.0,1.0,1,79,78,29
110,363840,73,0,0,0,0,0,0,0,1,1,1.0,1,1,1,1,0.3529411852359772,0.3529411852359772,1,79,72,57
111,179690,18,1,1,1,1,0,0,0,1,1,1.0,1,1,1,1,1.0,1.0,1,79,77,11
112,365018,8,1,1,1,1,0,0,0,1,1,1.0,0,0,0,0,0.949999988079071,0.949999988079071,1,79,78,23
113,283186,1,1,1,1,1,0,0,0,1,1,1.0,2,2,2,2,1.0,1.0,1,79,78,4
114,477974,13,1,1,1,1,0,0,0,1,1,1.0,7,7,7,7,0.5882353186607361,0.5882353186607361,1,79,77,22
115,469061,1,1,1,1,1,0,0,0,1,1,1.0,7,7,7,7,0.8620689511299133,0.8620689511299133,1,79,78,6
116,578861,1,0,0,0,0,0,0,0,1,1,1.0,1,1,1,1,0.42424243688583374,0.42424243688583374,1,79,72,16
117,96215,1,1,1,1,1,0,0,0,1,1,1.0,4,4,4,4,0.8999999761581421,0.8999999761581421,1,79,76,14
118,85944,1,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0.2142857164144516,0.2142857164144516,1,79,75,40
119,375881,1,1,1,1,1,0,0,0,1,1,1.0,1,1,3,1,1.0,1.0,2,79,77,35
120,178715,1,0,0,0,0,0,0,0,1,1,1.0,6,6,6,6,0.05263157933950424,0.05263157933950424,1,79,78,28
121,216428,17,0,0,0,0,0,0,0,1,1,1.0,5,5,5,5,0.15789473056793213,0.15789473056793213,1,79,78,15
122,197177,59,1,1,1,1,0,0,0,1,1,1.0,1,1,1,1,1.0,1.0,1,79,78,9
123,539386,42,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.8461538553237915,0.8461538553237915,1,79,78,0
124,271892,21,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,0.9459459185600281,0.9459459185600281,1,79,78,0
125,499255,1,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,1.0,1.0,1,79,78,2
126,306611,1,1,1,1,1,0,0,0,1,1,1.0,2,2,2,2,0.5,0.5,1,79,78,2
127,4498,1,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,0.42105263471603394,0.42105263471603394,1,79,77,29
128,92658,9,1,1,1,1,0,0,0,1,1,1.0,1,1,1,1,1.0,1.0,1,79,78,22
129,454382,8,1,1,0,0,0,0,0,0,0,0.0,4,4,4,4,1.0,1.0,1,79,78,0
130,14723,1,1,1,0,0,0,0,0,0,0,0.0,5,5,5,5,0.9583333134651184,0.9583333134651184,1,79,77,0
131,512929,1,1,0,1,1,0,0,0,1,1,1.0,0,1,0,1,0.6842105388641357,0.5769230723381042,3,79,76,19
132,532919,19,1,1,0,0,0,0,0,0,0,0.0,6,6,6,6,0.9642857313156128,0.9642857313156128,1,79,77,0
133,325958,4,0,0,0,0,0,0,0,1,1,1.0,4,4,4,4,0.0,0.0,1,79,78,55
134,366111,1,1,1,0,0,0,0,0,0,0,0.0,7,7,7,7,0.9444444179534912,0.9444444179534912,1,79,76,0
135,74035,18,1,1,1,1,0,0,0,1,1,1.0,1,1,1,1,0.9672130942344666,0.9672130942344666,1,79,78,12
136,272097,33,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,0.8867924809455872,0.8867924809455872,1,79,78,0
137,174893,1,0,0,0,0,0,0,0,1,1,1.0,4,4,4,4,0.5681818127632141,0.5681818127632141,1,79,77,55
138,364009,6,1,1,0,0,0,0,0,0,0,0.0,4,4,4,4,1.0,1.0,1,79,75,0
139,313321,63,1,1,1,1,0,0,0,1,1,1.0,1,1,1,1,1.0,1.0,1,79,77,5
140,552237,1,1,1,1,1,0,0,0,1,1,1.0,7,7,7,7,0.9166666865348816,0.9166666865348816,1,79,78,26
141,436694,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.27586206793785095,0.27586206793785095,1,79,78,0
142,564058,67,1,1,0,0,0,0,0,0,0,0.0,5,5,5,5,1.0,1.0,1,79,73,0
143,488250,1,1,1,1,1,0,0,0,1,1,1.0,6,6,6,6,0.875,0.875,1,79,75,19
144,540372,21,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,0.7575757503509521,0.7575757503509521,1,79,77,0
145,454388,72,0,0,0,0,0,0,0,1,1,1.0,4,4,4,4,0.0,0.0,1,79,73,47
146,528462,1,1,1,0,0,0,0,0,0,0,0.0,5,5,5,5,0.9375,0.9375,1,79,76,0
147,172330,3,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,1.0,1.0,1,79,78,46
148,485480,1,1,1,1,1,0,0,0,1,1,1.0,2,2,2,2,1.0,1.0,1,79,77,23
149,5673,1,1,1,1,1,0,0,0,1,1,1.0,2,2,2,2,1.0,1.0,1,79,77,21
150,88983,75,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,1.0,1.0,1,79,77,0
151,278535,8,0,0,0,0,0,0,0,1,1,1.0,3,3,3,3,0.1304347813129425,0.1304347813129425,1,79,77,21
152,502698,1,1,0,1,1,0,0,0,1,1,1.0,2,2,2,2,0.5,0.5,1,79,78,2
153,290231,4,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,0.8235294222831726,0.8235294222831726,1,79,78,15
154,199989,1,0,0,0,0,0,0,0,1,1,1.0,6,6,5,6,0.0,0.0,2,79,77,49
155,247918,1,1,1,1,1,0,0,0,1,1,1.0,4,4,4,4,0.8999999761581421,0.8999999761581421,1,79,78,2
156,79721,75,1,1,1,0,1,0,0,1,1,0.9873417721518988,3,3,3,3,0.9354838728904724,0.9354838728904724,1,79,78,1
157,351096,87,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,1.0,1.0,1,79,78,0
158,575755,54,1,1,1,1,0,0,0,1,1,1.0,1,1,1,1,1.0,1.0,1,79,77,3
159,175024,4,0,0,0,0,0,0,0,1,1,1.0,3,3,3,3,1.0,1.0,1,79,76,64
160,228722,1,1,1,1,1,0,0,0,1,1,1.0,7,7,7,7,1.0,1.0,1,79,77,24
161,370233,1,0,0,0,0,0,0,0,1,1,1.0,3,3,3,3,0.25806450843811035,0.25806450843811035,1,79,77,40
162,407614,82,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,0.375,0.375,1,79,70,17
163,443689,1,1,1,1,1,0,0,0,1,1,1.0,4,4,4,4,1.0,1.0,1,79,78,20
164,15140,63,1,1,1,1,0,0,0,1,1,0.9367088607594937,3,3,3,3,0.800000011920929,0.800000011920929,1,79,74,1
165,122314,3,1,1,1,1,0,0,0,1,0,0.9493670886075949,1,1,1,1,0.7142857313156128,0.7142857313156128,1,79,75,1
166,579814,5,0,0,0,0,0,0,0,1,1,1.0,1,1,1,1,0.1607142835855484,0.1607142835855484,1,79,78,10
167,243867,6,1,1,1,1,0,0,0,1,1,0.9746835443037974,4,4,4,4,1.0,1.0,1,79,77,1
168,528595,7,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,0.7083333134651184,0.7083333134651184,1,79,78,0
169,455040,9,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,0.800000011920929,0.800000011920929,1,79,78,23
170,525118,67,0,0,0,0,0,0,0,0,0,0.0,6,6,6,6,0.0476190485060215,0.0476190485060215,1,79,76,0
171,305343,47,1,1,1,1,0,0,0,1,1,1.0,6,6,6,6,0.5945945978164673,0.5945945978164673,1,79,78,6
172,7394,1,1,1,1,1,0,0,0,1,1,1.0,2,2,2,2,0.949999988079071,0.949999988079071,1,79,76,18
173,557896,67,0,0,0,0,0,0,0,1,1,1.0,5,5,5,5,0.15000000596046448,0.15000000596046448,1,79,76,4
174,369185,63,0,0,0,0,0,0,0,0,0,0.0,2,2,2,2,0.49056604504585266,0.49056604504585266,1,79,74,0
175,284400,1,0,0,0,0,0,0,0,1,1,1.0,6,6,6,6,0.1538461595773697,0.1538461595773697,1,79,78,33
176,163025,1,0,0,0,0,0,0,0,1,1,1.0,4,4,4,4,1.0,1.0,1,79,78,45
177,407146,5,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0.39393940567970276,0.39393940567970276,1,79,76,29
178,163640,1,1,0,1,1,0,0,0,1,1,1.0,3,3,3,3,1.0,1.0,1,79,76,17
179,252833,1,1,0,1,1,0,0,0,1,1,1.0,6,6,6,6,1.0,1.0,1,79,78,25
180,526801,84,1,1,0,0,0,0,0,0,0,0.0,7,7,7,7,1.0,1.0,1,79,73,0
181,47055,65,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1.0,1,79,76,0
182,402206,1,0,0,0,0,0,0,0,1,1,1.0,4,4,4,4,0.0,0.0,1,79,72,42
183,389316,22,0,0,0,0,0,0,0,1,1,1.0,7,7,7,7,0.0,0.0,1,79,78,18
184,388770,85,1,1,0,0,0,0,0,0,0,0.0,5,5,5,5,0.5600000023841858,0.5600000023841858,1,79,78,0
185,164848,1,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0.27272728085517883,0.27272728085517883,1,79,78,11
186,226744,40,1,1,1,1,0,0,0,1,1,1.0,3,3,3,3,1.0,1.0,1,79,78,2
187,34508,1,0,0,0,0,0,0,0,1,1,1.0,3,3,3,3,0.0,0.0,1,79,78,15
188,109146,19,1,1,0,0,0,0,0,0,0,0.0,2,2,2,2,1.0,1.0,1,79,78,0
189,418684,82,1,1,0,0,0,0,0,0,0,0.0,2,2,2,2,0.9047619104385376,0.9047619104385376,1,79,77,0
190,208174,1,0,0,0,0,0,0,0,1,1,1.0,4,4,4,4,0.1764705926179886,0.1764705926179886,1,79,78,18
191,368367,1,1,0,1,1,0,0,0,1,1,1.0,5,5,5,5,1.0,1.0,1,79,77,4
192,219261,19,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,0.1190476194024086,0.1190476194024086,1,79,76,47
193,247014,1,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,1.0,1.0,1,79,78,55
194,385036,56,0,0,0,0,0,0,0,0,0,0.0,1,1,1,1,0.1428571492433548,0.1428571492433548,1,79,78,0
195,317254,4,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,0.8709677457809448,0.8709677457809448,1,79,77,0
196,55118,1,0,0,0,0,0,0,0,1,1,1.0,3,3,3,3,0.6666666865348816,0.6666666865348816,1,79,78,53
197,392892,67,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,0.5,0.5,1,79,75,0
198,432898,1,1,1,1,1,0,0,0,1,1,1.0,6,6,6,6,0.7058823704719543,0.7058823704719543,1,79,76,4
199,190362,33,1,1,0,0,0,0,0,0,0,0.0,3,3,3,3,0.9473684430122375,0.9473684430122375,1,79,77,0
200,555298,72,0,0,0,0,0,0,0,0,0,0.0,4,4,4,4,0.0,0.0,1,79,74,0
201,540187,4,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,0.9090909361839294,0.9090909361839294,1,79,78,7
202,399851,82,0,0,0,0,0,0,0,0,0,0.0,6,6,6,6,0.2750000059604645,0.2750000059604645,1,79,75,0
203,485483,67,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,0.6666666865348816,0.6666666865348816,1,79,72,14
204,442809,61,1,0,1,1,0,0,0,1,1,1.0,5,5,5,5,0.807692289352417,0.807692289352417,1,79,78,9
205,150533,1,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0.30000001192092896,0.30000001192092896,1,79,77,42
206,419350,55,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,0.5769230723381042,0.5769230723381042,1,79,77,0
207,466901,1,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0.6111111044883728,0.6111111044883728,1,79,77,64
208,399655,63,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,1.0,1.0,1,79,78,0
209,199602,1,1,1,0,0,0,0,0,0,0,0.0,4,4,4,4,0.5882353186607361,0.5882353186607361,1,79,78,0
210,334416,65,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,0.9166666865348816,0.9166666865348816,1,79,73,0
211,314430,11,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,0.8333333134651184,0.8333333134651184,1,79,77,0
212,358149,38,0,0,0,0,0,0,0,0,0,0.0,6,6,6,6,0.0,0.0,1,79,78,0
213,316648,1,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,0.16981132328510284,0.16981132328510284,1,79,75,15
214,486254,51,1,1,1,1,0,0,0,1,1,1.0,4,4,4,4,1.0,1.0,1,79,77,5
215,110999,1,1,1,1,1,0,0,0,1,1,0.9999767055063524,1,1,1,1,1.0,1.0,1,79,72,4
216,557977,1,0,0,0,0,0,0,0,1,1,1.0,0,0,7,0,0.0,0.0,2,79,77,50
217,170007,15,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,1.0,1.0,1,79,76,0
218,291528,54,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,0.7878788113594055,0.7878788113594055,1,79,78,17
219,9668,82,0,0,0,0,0,0,0,1,1,1.0,5,5,5,5,0.2857142984867096,0.2857142984867096,1,79,76,7
220,422870,8,1,1,0,0,0,0,0,0,0,0.0,6,6,6,6,0.84375,0.84375,1,79,78,0
221,285733,33,0,0,0,0,0,0,0,0,0,0.0,4,4,4,4,0.0,0.0,1,79,76,0
222,119729,52,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0.4615384638309479,0.4615384638309479,1,79,76,28
223,331875,1,0,0,0,0,0,0,0,1,1,1.0,3,6,6,6,0.44736841320991516,0.2631579041481018,2,79,77,36
224,481187,1,1,1,0,0,0,0,0,0,0,0.0,2,2,2,2,0.8636363744735718,0.8636363744735718,1,79,78,0
225,581450,63,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0.39024388790130615,0.39024388790130615,1,79,74,6
226,423894,1,0,0,0,0,0,0,0,1,1,1.0,1,1,1,1,0.0416666679084301,0.0416666679084301,1,79,75,18
227,113246,1,1,1,1,1,0,0,0,1,1,1.0,3,3,3,3,1.0,1.0,1,79,77,4
228,354832,1,1,1,1,1,0,0,0,1,1,1.0,5,5,5,5,1.0,1.0,1,79,77,4
229,261388,19,1,1,1,1,0,0,0,1,1,1.0,2,2,2,2,0.949999988079071,0.949999988079071,1,79,78,3
230,134460,1,0,0,0,0,0,0,0,1,1,1.0,2,2,2,2,0.27906978130340576,0.27906978130340576,1,79,77,10
